"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"latin fuego",60657,"Latin Fuego",5.0,"",46.0,"OPERATIONAL","ChIJnXZboLyzw4kRCxAqZ1C5Cvs","2186 Elizabeth Ave, Rahway, NJ 07065, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"latin patio",60634,"Restaurant Guatemalteco Latin Patio",4.2,1.0,514.0,"OPERATIONAL","ChIJDXGvCIjMD4gRyHejb1yDTQk","3115 N Central Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"latino's bar & restaurant",60659,"Latino's Bar Restaurant",4.5,"",154.0,"OPERATIONAL","ChIJlQpFY7vRD4gReoFu7huWXZk","2542 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"laura's pizza and pasta inc.",60609,"Laura's Pizza and Pasta",0.0,"",0.0,"CLOSED_PERMANENTLY","ChIJmysb8KYtDogRYsU8-oslye8","2337a W Cermak Rd, Chicago, IL 60608, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lauras tamales",60617,"Homemade Tamales",3.0,"",2.0,"OPERATIONAL","ChIJfRvXFAkpDogRobIi7S86nGY","8800 S Commercial Ave, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lavish lyfe staffing",60617,"","","","","","","",""
"lawn",60622,"KRASA CRAFT RESTAURANT",4.7,1.0,900.0,"OPERATIONAL","ChIJ__oHUsXTD4gRxi_gng1Axr4","1141 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lawrence fish chinatown",60616,"Lawrence Fish Market Chinatown",4.4,"",98.0,"OPERATIONAL","ChIJa1arU1otDogRahEbtElpeO4","234 W 31st St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lawrence's fish & shrimp",60652,"Lawrence's Fish & Shrimp",4.1,2.0,1532.0,"OPERATIONAL","ChIJHyCGqKk6DogRqOqPIer7Unw","3242 W 87th St, Chicago, IL 60652, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lawrence's fisheries, inc.",60616,"Lawrence's Fish & Shrimp",4.3,2.0,6373.0,"OPERATIONAL","ChIJSekr118sDogRX3RCH4IEAng","2120 S Canal St, Chicago, IL 60616, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lawrene fish market",60625,"Lawrence Fish Market",4.7,1.0,1577.0,"OPERATIONAL","ChIJJZhykdrND4gRuX65ROMOVDU","3920 W Lawrence Ave, Chicago, IL 60625, United States","['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lb wilson llc la boulangerie",60640,"La Boulangerie & Co Wilson",4.5,2.0,700.0,"OPERATIONAL","ChIJMRbO7hfSD4gRhOD5OXDM7xs","1945 W Wilson Ave, Chicago, IL 60640, United States","['bakery', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
"ld pho",60625,"LD Phở",4.6,1.0,377.0,"OPERATIONAL","ChIJY2z8QOXND4gRvszOFZmoDFU","4722 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"le bouchon",60647,"Le Bouchon",4.7,3.0,979.0,"OPERATIONAL","ChIJ7fdpy-rSD4gRTm_qSNIS0mg","1958 N Damen Ave, Chicago, IL 60647, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"le cafe grill",60647,"Le Cafe Station Grill",4.8,2.0,271.0,"OPERATIONAL","ChIJu7Em5mvTD4gRFA3rNWYNTJQ","1901 N Western Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"le colonial",60611,"Le Colonial Chicago",4.5,3.0,1973.0,"OPERATIONAL","ChIJZSnPiVHTD4gRYzpRFnFFrPo","57 E Oak St, Chicago, IL 60611, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"le sud",60618,"Le Sud Mediterranean Kitchen",4.5,2.0,663.0,"OPERATIONAL","ChIJq6rm72TSD4gRZuZxR8Oz3uY","2301 W Roscoe St, Chicago, IL 60618, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lea french street food",60601,"Léa",4.2,1.0,347.0,"OPERATIONAL","ChIJHQkxLa4tDogRP7L5uhAUcYY","70 E Lake St, Chicago, IL 60601, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"leavitt street tavern",60647,"The Leavitt Street Inn & Tavern",4.9,2.0,2185.0,"OPERATIONAL","ChIJr-ace87TD4gRwfZywo92Zto","2345 N Leavitt St, Chicago, IL 60647, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lebanon bites  restaurant inc.",60625,"Lebanon Bites",4.8,"",62.0,"CLOSED_PERMANENTLY","ChIJ72aj5ITND4gREeSL2P6LR58","4639 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lee wing wah",60616,"LEE WING WAH",3.7,2.0,630.0,"OPERATIONAL","ChIJKVrelmEsDogRDBZ0zMLKs0A","2147 S China Pl, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lee's  chop suey ii inc.",60647,"Lee's Chop Suey",4.2,2.0,354.0,"OPERATIONAL","ChIJz2BPEYbSD4gRXazR5455Q3M","2415 W Diversey Ave, Chicago, IL 60647, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lee's garden chinese food",60639,"Lee's Garden Chinese Restaurant",4.2,1.0,303.0,"OPERATIONAL","ChIJSyU9jybND4gRex1SL8INAus","4240 W North Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lee's wok",60613,"Lee's Wok",4.2,"",54.0,"OPERATIONAL","ChIJgyZch8fTD4gRJqk8WxNAM6Y","1437 W Montrose Ave #1348, Chicago, IL 60613, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"leen's pizza & grill, inc.",60644,"Leen's pizza & grill",3.7,"",3.0,"CLOSED_PERMANENTLY","ChIJKaWe1PYzDogRpjK6OD-WjKQ","556 N Cicero Ave, Chicago, IL 60644, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"left coast food + juice",60606,"Left Coast Food Juice",3.9,1.0,86.0,"CLOSED_PERMANENTLY","ChIJNXIqxbksDogRpdDgCxaqLwg","151 N Franklin St Suite 100, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"left coast food + juice",60657,"Left Coast",4.4,2.0,644.0,"OPERATIONAL","ChIJN8yZD__SD4gRnLMF0q2oJAE","2878 N Lincoln Ave, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"legacy home cooking llc",60609,"","","","","","","",""
"legal sea foods",60654,"Legal Sea Foods - Chicago",4.3,3.0,295.0,"OPERATIONAL","ChIJyYL20lotDogRPJt5c7RtXqw","315 N Dearborn St, Chicago, IL 60654, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"legend noodle",60616,"Legend Dumpling + Bao",4.4,1.0,166.0,"OPERATIONAL","ChIJjTb9ZKAtDogRLcQbVsH_Ogw","2243 S Wentworth Ave, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lemme get ummm",60615,"Lemme Get Ummm",3.0,2.0,4.0,"OPERATIONAL","ChIJ7wbdARsvDogRGlR2xGQqjiw","109 E 51st St, Chicago, IL 60615, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lena's pizza",60638,"Lena's Pizzeria",4.1,2.0,226.0,"OPERATIONAL","ChIJywxnydcwDogRKAOuK9Jc9Mw","5851 W 63rd St, Chicago, IL 60638, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"leon's bar b que",60617,"Leon's Barbeque Zone",4.0,2.0,606.0,"OPERATIONAL","ChIJ6UVZZ4YnDogReTHSHmhGJtc","3309 E 106th St, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"leon's bbq",60632,"Leon's Barbecue",4.3,2.0,957.0,"OPERATIONAL","ChIJ_WGKBfExDogRLv6HGxHFUsI","4550 S Archer Ave, Chicago, IL 60632, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"leon's chicago's best, inc",60637,"Leon's Chicago's Best Barbecue and Grill",3.1,2.0,709.0,"OPERATIONAL","ChIJNQmZpAQpDogRT9qDh0GWJfY","1528 E 63rd St, Chicago, IL 60637, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"leona's pizeria",60615,"Leona's Pizzeria & Restaurant",3.8,2.0,681.0,"CLOSED_TEMPORARILY","ChIJldIp3GspDogRmJWEdzwkAK4","1236 E 53rd St, Chicago, IL 60615, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"leona's pizza",60615,"Leona's Pizzeria & Restaurant",3.8,2.0,681.0,"CLOSED_TEMPORARILY","ChIJldIp3GspDogRmJWEdzwkAK4","1236 E 53rd St, Chicago, IL 60615, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"leona's pizza",60618,"Leona's Pizzeria & Restaurant",3.9,2.0,620.0,"OPERATIONAL","ChIJ-TIg55XND4gRqZfwwsV-GWA","3877 N Elston Ave, Chicago, IL 60618, United States","['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']"
"leona's pizzeria",60606,"Leona's Pizzeria",4.3,2.0,17.0,"OPERATIONAL","ChIJYWCSy5ItDogRplavLhxZ278","175 N Franklin St Suite 106, Chicago, IL 60606, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"leona's pizzeria",60618,"Leona's Pizzeria & Restaurant",3.9,2.0,620.0,"OPERATIONAL","ChIJ-TIg55XND4gRqZfwwsV-GWA","3877 N Elston Ave, Chicago, IL 60618, United States","['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']"
"leona's pizzeria",60641,"Leona's Pizzeria & Restaurant",3.9,2.0,620.0,"OPERATIONAL","ChIJ-TIg55XND4gRqZfwwsV-GWA","3877 N Elston Ave, Chicago, IL 60618, United States","['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
"leonidas cafe chocolaterie",60611,"Leonidas Cafe Chocolaterie",4.5,"",345.0,"OPERATIONAL","ChIJbzaaH1PTD4gR54JgGQpw8EU","1964 N Halsted St, Chicago, IL 60614, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"leonidas chocolate cafe",60614,"Leonidas Chocolate Cafe",4.8,"",33.0,"OPERATIONAL","ChIJ0xPkJf3TD4gRuk_Ih3qeBqo","1964 N Halsted St, Chicago, IL 60614, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"les nomades limited prtnershp",60611,"Les Nomades",4.7,4.0,281.0,"OPERATIONAL","ChIJu2pOBassDogRuZXNZt2590c","222 E Ontario St, Chicago, IL 60611, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"let's crepe",60659,"Let's Crepe",5.0,"",62.0,"OPERATIONAL","ChIJdfCmQPzRD4gRxE8DbLH-AsQ","2607 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"let's eat to live",60637,"Let's Eat To Live",4.3,2.0,230.0,"OPERATIONAL","ChIJO-Wy1y0pDogRzBHXlkmKOas","621 E 67th St, Chicago, IL 60637, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"let's taco",60621,"Let’s Taco",3.9,"",44.0,"OPERATIONAL","ChIJpWYoZQYvDogRpgnTVGl7RzE","1149 W 69th St, Chicago, IL 60621, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"letiza's natural bakery   enoteca roma",60622,"Letizia's Natural Bakery",4.5,1.0,376.0,"OPERATIONAL","ChIJbaf53bbSD4gRcxi5MJZH5VM","2144 W Division St, Chicago, IL 60622, United States","['bakery', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"levy premium food service limited partnership",60612,"Levy",3.3,"",13.0,"OPERATIONAL","ChIJuZtDXFHTD4gRXbUgtM91NIc","980 N Michigan Ave, Chicago, IL 60611, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"levy premium food service limited partnership",60604,"Levy",3.3,"",13.0,"OPERATIONAL","ChIJuZtDXFHTD4gRXbUgtM91NIc","980 N Michigan Ave, Chicago, IL 60611, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"levy premium foodservice",60612,"Levy Restaurants At The United Center",4.0,2.0,10.0,"OPERATIONAL","ChIJZzr5xz4tDogRJfcvwGlogPs","1901 W Madison St, Chicago, IL 60612, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"levy premium foodservice limited partnership",60612,"Levy Restaurants At The United Center",4.0,2.0,10.0,"OPERATIONAL","ChIJZzr5xz4tDogRJfcvwGlogPs","1901 W Madison St, Chicago, IL 60612, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"levy premium foodservice limited partnership",60612,"Levy Restaurants At The United Center",4.0,2.0,10.0,"OPERATIONAL","ChIJZzr5xz4tDogRJfcvwGlogPs","1901 W Madison St, Chicago, IL 60612, United States","['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
"levy premium foodservice limited partnership",60611,"Levy",3.3,"",13.0,"OPERATIONAL","ChIJuZtDXFHTD4gRXbUgtM91NIc","980 N Michigan Ave, Chicago, IL 60611, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lex chinese",60629,"Lex Chinese",3.7,1.0,114.0,"OPERATIONAL","ChIJI1_XjSUxDogRJbuVjHFjrms","6207 S Kedzie Ave, Chicago, IL 60629, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lexington betty smokehouse",60628,"Lexington Betty Smokehouse",4.2,2.0,500.0,"OPERATIONAL","ChIJmWJQ6mgnDogRfPFEIDf2JUo","756 E 111th St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"li hing inc.",60634,"Li Hing Restaurant",4.4,1.0,359.0,"OPERATIONAL","ChIJZc7t5n3MD4gRX5YEInNigDk","5754 W Belmont Ave, Chicago, IL 60634, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lia",60654,"","","","","","","",""
"liang crispy roll",60616,"Liang Crispy Roll",4.7,1.0,57.0,"CLOSED_PERMANENTLY","ChIJx3dtxR4tDogRMQWpCoxD5fE","2161 S China Pl, Chicago, IL 60616, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lickity split frozen custard & sweets",60645,"Lickity Split Frozen Custard & Sweets LLC",4.6,1.0,438.0,"OPERATIONAL","ChIJiSbGDtHRD4gRMTBZs1647DQ","7000 N Western Ave, Chicago, IL 60645, United States","['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"life llc",60624,"LiFE",4.5,"",92.0,"OPERATIONAL","ChIJ2d0bwsMyDogR1hSWRQRCoV8","3858 W Madison St, Chicago, IL 60624, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lifestyle nutrition",60639,"Herbalife Tower Nutrition",4.7,"",55.0,"OPERATIONAL","ChIJ_SxN-qPND4gRT5YR4bVP7oQ","4134 W North Ave, Chicago, IL 60639, United States","['restaurant', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']"
"lifeway kefir shop",60622,"The Lifeway Kefir Shop",4.6,1.0,112.0,"CLOSED_PERMANENTLY","ChIJtWqJ3c7SD4gR7tB660NLH8Y","1745 W Division St, Chicago, IL 60622, United States","['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']"
"lifeworks c o capital one",60601,"","","","","","","",""
"lil guys & my pie too",60647,"Li'l Guys",4.6,2.0,151.0,"OPERATIONAL","ChIJyyWxK5XSD4gRSn-0_UvxEf8","2010 N Damen Ave, Chicago, IL 60647, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lil' ba ba reeba!",60654,"Lil' Ba-Ba-Reeba!",4.8,2.0,786.0,"OPERATIONAL","ChIJ4RQRNT8tDogRpvy_HdmzucQ","441 N Clark St #1, Chicago, IL 60654, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lilac tiger",60622,"Lilac Tiger",4.5,2.0,143.0,"OPERATIONAL","ChIJdx9QB7rTD4gRYNNe_1LeTzg","1742 W Division St, Chicago, IL 60622, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"lilcountry soul food",60617,"LIL Country Soulfood",3.8,2.0,73.0,"CLOSED_TEMPORARILY","ChIJKZeW1QkpDogRYhre9NIHq4E","2801 E 83rd St, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lilly bell's dinner",60622,"Lillie's Q",4.2,2.0,501.0,"OPERATIONAL","ChIJM9Ou0cbSD4gRez_o4_WwPvQ","417 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lincoln cafe and market llc",60613,"Mimi's on Lincoln (formerly Lincoln Cafe and Market)",4.8,2.0,65.0,"CLOSED_TEMPORARILY","ChIJX4hGdo3TD4gRxS0QBkoEN8Q","3801 N Lincoln Ave, Chicago, IL 60613, United States","['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lincoln park smoothie spot",60614,"Pure Green - Juice Bar Lincoln Park",4.0,2.0,106.0,"OPERATIONAL","ChIJnwSl3ujTD4gRuypBMpol-uo","2344 N Lincoln Ave, Chicago, IL 60614, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lincoln park tap",60642,"LP’s T.A.P. House",4.0,2.0,530,"OPERATIONAL","ChIJ_0RVrxHTD4gRLp8r_8mjMPQ","2251 N Lincoln Ave, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lincoln station",60614,"Lincoln Station",4.5,1.0,363,"CLOSED_TEMPORARILY","ChIJWWvxOgXTD4gRBPbHu8wiCiM","2432 N Lincoln Ave, Chicago, IL 60614, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lindo guadalajara restaurant",60640,"Lindo Guadalajara",4.1,1.0,970,"OPERATIONAL","ChIJQWqLZS_SD4gRAR6_vjcsW9g","4761 N Clark St, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"lindo michoacan",60623,"Lindo Michoacan",4.1,2.0,2455,"OPERATIONAL","ChIJ4SwHK-XND4gRazIo9gN5XQo","3142 W Lawrence Ave, Chicago, IL 60625, United States","['supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lindo michoacan",60625,"Lindo Michoacan",4.1,2.0,2455,"OPERATIONAL","ChIJ4SwHK-XND4gRazIo9gN5XQo","3142 W Lawrence Ave, Chicago, IL 60625, United States","['supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"lior's cafe",60628,"Lior's Cafe",4.0,"",147,"OPERATIONAL","ChIJRQQi768lDogRo1q9WAMYAQc","10500 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lips restaurant",60616,"Lips Drag Queen Show Palace, Restaurant & Bar",4.7,2.0,1251,"OPERATIONAL","ChIJpWSYupEtDogRt8P_TgzoudA","2229 S Michigan Ave, Chicago, IL 60616, United States","['restaurant', 'bar', 'night_club', 'food', 'point_of_interest', 'establishment']"
"lirica",60611,"Lírica Restaurant",3.5,"",357,"OPERATIONAL","ChIJ32Xafc0rDogRnDSCsUX79UA","900 E Grand Ave, Chicago, IL 60611, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"litehouse on 53rd st",60615,"LiteHouse Whole Food Grill",4.1,2.0,786,"OPERATIONAL","ChIJjbP4OmwpDogR0oe0J_y_Fag","1368 E 53rd St, Chicago, IL 60615, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"litehouse whole food",60615,"LiteHouse Whole Food Grill",4.1,2.0,786,"OPERATIONAL","ChIJjbP4OmwpDogR0oe0J_y_Fag","1368 E 53rd St, Chicago, IL 60615, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"lito's taco and empanada house",60614,"Lito's Taco and Empanada House",4.6,1.0,239,"OPERATIONAL","ChIJbVZQGgzTD4gRERVmv7FyTLM","2460 N Clark St, Chicago, IL 60614, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"little  caesars # 1744",60638,"Little Caesars Pizza",3.8,1.0,536,"OPERATIONAL","ChIJvR0eUu82DogRyZD0bGSnAZA","5601 S Harlem Ave, Chicago, IL 60638, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little bad wolf",60660,"Little Bad Wolf",4.6,2.0,3463,"OPERATIONAL","ChIJtYk3mI_RD4gRJsyRbLkkt9o","1541 W Bryn Mawr Ave, Chicago, IL 60660, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little bad wolf events",60660,"Little Bad Wolf",4.6,2.0,3463,"OPERATIONAL","ChIJtYk3mI_RD4gRJsyRbLkkt9o","1541 W Bryn Mawr Ave, Chicago, IL 60660, United States","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little branch cafe",60605,"Little Branch Cafe",4.4,2.0,569,"OPERATIONAL","ChIJAxAs5pwsDogRXSCDOL7adbA","1251 S Prairie Ave, Chicago, IL 60605, United States","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"little bucharest bistro",60618,"Little Bucharest Bistro",4.6,2.0,494,"CLOSED_PERMANENTLY","ChIJl3Dy7ZDND4gRdRXUfUyFOBk","3661 N Elston Ave, Chicago, IL 60618, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesar enterprises, inc.",60629,"Little Caesars Pizza",3.6,1.0,968,"OPERATIONAL","ChIJE0zt8iouDogRIm7VrbgpcV4","2906-08 W 63rd St, Chicago, IL 60629, United States","['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar enterprises, inc.",60652,"Little Caesars Pizza",3.3,1.0,695,"OPERATIONAL","ChIJaSuvE4YwDogRtVCG7AnIFNA","7963 S Cicero Ave Space 059, Chicago, IL 60652, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesar pizza",60609,"Little Caesars Pizza",3.0,1.0,737,"OPERATIONAL","ChIJE6nUA30uDogRGInAizwhnwE","1406 W 47th St, Chicago, IL 60609, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesar pizza",60647,"Little Caesars Pizza",3.6,1.0,1032,"OPERATIONAL","ChIJS21ZN0TND4gRHtXRvReEbbw","3337-B W North Ave, Chicago, IL 60647, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza",60644,"Little Caesars Pizza",3.6,1.0,832,"OPERATIONAL","ChIJ2YfEinAzDogR349QSoK6fck","5640 W Roosevelt Rd, Chicago, IL 60644, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza",60629,"Little Caesars Pizza",3.6,1.0,968,"OPERATIONAL","ChIJE0zt8iouDogRIm7VrbgpcV4","2906-08 W 63rd St, Chicago, IL 60629, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesar pizza #1643",60634,"Little Caesars Pizza",3.6,1.0,356,"OPERATIONAL","ChIJx3tQF3LMD4gRayejAR9Nx68","5608 W Irving Park Rd, Chicago, IL 60634, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza #1648",60608,"Little Caesars Pizza",3.5,1.0,893,"OPERATIONAL","ChIJ715AeIQtDogRUwhAVYlEJgQ","2601 W Cermak Rd, Chicago, IL 60608, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza #1650",60608,"Little Caesars Pizza",3.5,1.0,428,"OPERATIONAL","ChIJ7a_qXEYsDogRz0Ml7lAAq1Q","3010 S Halsted St, Chicago, IL 60608, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza #1651",60632,"Little Caesars Pizza",3.5,1.0,1047,"OPERATIONAL","ChIJBdeq0OQxDogR0U4NT9j0RXI","3225 W 47th Pl, Chicago, IL 60632, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza #1715",60626,"Little Caesars Pizza",3.8,1.0,548,"OPERATIONAL","ChIJd_YEurbRD4gRbYYCnpTm3Ss","7001 N Clark St, Chicago, IL 60626, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza #1728",60634,"Little Caesars Pizza",3.6,1.0,356,"OPERATIONAL","ChIJx3tQF3LMD4gRayejAR9Nx68","5608 W Irving Park Rd, Chicago, IL 60634, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar pizza treat #1605",60639,"Little Caesars Pizza",3.6,1.0,653,"OPERATIONAL","ChIJefBMpvDMD4gRgjVowG7WiOw","4830 W Diversey Ave, Chicago, IL 60639, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesar's",60618,"Little Caesars Pizza",3.8,1.0,1153,"OPERATIONAL","ChIJJSmH94_ND4gR4v2KXl0vzs4","3135 W Addison St, Chicago, IL 60618, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesar's pizza",60630,"Little Caesars Pizza",3.7,1.0,306,"OPERATIONAL","ChIJrQ1jAAjND4gRpNU87W35me8","4445 N Pulaski Rd Suite A, Chicago, IL 60630, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesars",60617,"Little Caesars Pizza",3.7,1.0,624,"OPERATIONAL","ChIJ_ydbKswnDogRUs9353-W1mE","2024 E 95th St, Chicago, IL 60617, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesars",60626,"Little Caesars Pizza",3.8,1.0,548,"OPERATIONAL","ChIJd_YEurbRD4gRbYYCnpTm3Ss","7001 N Clark St, Chicago, IL 60626, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesars pizza",60636,"Little Caesars Pizza",2.8,1.0,56,"OPERATIONAL","ChIJq-1jTqkvDogRC4hyn826IB4","6940 S Ashland Ave, Chicago, IL 60636, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"little caesars pizza",60617,"Little Caesars Pizza",3.7,1.0,624,"OPERATIONAL","ChIJ_ydbKswnDogRUs9353-W1mE","2024 E 95th St, Chicago, IL 60617, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"little caesars pizza treat #1627",60625,"Little Caesars Pizza",3.8,1.0,512,"OPERATIONAL","ChIJMf1mywXSD4gRN4SuL3A5Ry8","2501 W Lawrence Ave, Chicago, IL 60625, United States","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
