"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"ken's great wall",60616,"","","","","","","",""
"kenkee restaurant",60616,"Ken Kee Restaurant Hong Kong",4.1,1.0,1143.0,"OPERATIONAL","ChIJsYOPH2IsDogRTT2Ekj-37rg","2129 S China Pl, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kennedy fish & chicken",60649,"Kennedy Fish & Chicken Corporation",4.0,1.0,637.0,"OPERATIONAL","ChIJ08rLjEUoDogRZVobsp2QjoM","2425 E 72nd St, Chicago, IL 60649, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kennedy fish chicken and gyros",60653,"New Kennedy Fish & Chicken",4.0,1.0,142.0,"OPERATIONAL","ChIJN5rPQawuDogRyXzruVzPMOI","112 E 47th St, Chicago, IL 60653, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60616,"KFC",3.1,1.0,659.0,"CLOSED_PERMANENTLY","ChIJzeW8GgosDogRP3hQDe4ojQc","300 E 35th St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60609,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60634,"KFC",2.9,1.0,584.0,"OPERATIONAL","ChIJf1VukrDLD4gRRbJgXjy6-hs","3927 N Harlem Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60632,"KFC",3.2,1.0,595.0,"OPERATIONAL","ChIJz3Y-XKMxDogRIwQ5dxgDLrI","4200 W 55th St, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60638,"KFC",3.7,1.0,415.0,"OPERATIONAL","ChIJF97oPzcxDogRTa2F5htJpts","6040 S Archer Ave, Chicago, IL 60638, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60649,"KFC",3.6,1.0,879.0,"OPERATIONAL","ChIJ2zLqxvMoDogRWzD32o7K0_E","7445 S Stony Island Ave, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60620,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken  #5286",60636,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5287",60617,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5288",60628,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5289",60639,"KFC",3.7,1.0,552.0,"OPERATIONAL","ChIJvwp6dFjLD4gR0wyphNurt8k","6034 W North Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5290",60612,"KFC",3.6,1.0,1183.0,"OPERATIONAL","ChIJYWKK3m8tDogRzSR8g5DetiI","1144 S Western Ave, Chicago, IL 60612, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken taco bell",60618,"Taco Bell / KFC",3.0,1.0,992.0,"OPERATIONAL","ChIJoWAuYIrND4gRFKPYBorFSQA","2807 W Irving Park Rd, Chicago, IL 60618, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"kevin's hamburger heaven",60609,"Kevin's Hamburger Heaven",3.9,1.0,956.0,"CLOSED_PERMANENTLY","ChIJ4RM4ACMsDogR2BGUNFPw2ks","554 W Pershing Rd, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kexin restaurant",60619,"","","","","","","",""
"kfc",60643,"KFC",3.7,1.0,760.0,"OPERATIONAL","ChIJfT63wiMlDogRnT5LiPSO2B4","10421 S Western Ave, Chicago, IL 60643, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60617,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60616,"KFC",3.1,1.0,659.0,"CLOSED_PERMANENTLY","ChIJzeW8GgosDogRP3hQDe4ojQc","300 E 35th St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60659,"KFC",3.8,1.0,780.0,"OPERATIONAL","ChIJgcIpFBrOD4gR8CL3bo0pv9c","3357 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60641,"KFC",3.4,1.0,687.0,"OPERATIONAL","ChIJ05eYg1rMD4gRyphsKsxWPMU","3536 N Cicero Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60609,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60639,"KFC",3.6,1.0,901.0,"OPERATIONAL","ChIJ4ad3reXMD4gRl6eIvSTGO6c","4715 W Fullerton Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60640,"KFC",3.1,1.0,432.0,"OPERATIONAL","ChIJ-916l9PTD4gRAyeEVybivXo","4804 N Sheridan Rd, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60644,"KFC",3.4,1.0,394.0,"CLOSED_PERMANENTLY","ChIJCTYQgj8zDogRdZvmo83K5AM","5230 W Madison St, Chicago, IL 60644, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60645,"KFC",3.6,1.0,835.0,"OPERATIONAL","ChIJad93YNrRD4gRJRhpEtOGVs4","6732 N Western Ave, Chicago, IL 60645, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60620,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60619,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfire",60647,"KFire Korean BBQ - Logan Square",4.7,2.0,315.0,"OPERATIONAL","ChIJg_P3ztLND4gR5DUMqmxyplQ","2528 N Milwaukee Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfire korean bbq",60610,"KFire Korean BBQ - Old Town",4.9,2.0,37.0,"OPERATIONAL","ChIJyagr-cXTD4gRd_s7asWoXcs","1241 N Clybourn Ave, Chicago, IL 60610, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"khamai",60626,"Khmai",4.6,"",324.0,"OPERATIONAL","ChIJNYq9uZXRD4gR5oWsoifO8mc","6580 N Sheridan Rd, Chicago, IL 60626, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"khan bbq restaurant",60659,"Khan B.B.Q. Restaurant",3.9,2.0,1029.0,"OPERATIONAL","ChIJVSqYBt3RD4gRYGhqSbNd4II","2401 W Devon Ave, Chicago, IL 60659, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kie gol lanee comida tradicional oaxaquena",60640,"Kie-Gol-Lanee",4.7,2.0,833.0,"OPERATIONAL","ChIJp6SAo9XTD4gRp-RjGRKgFJw","5004 N Sheridan Rd, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kiki d's b b q house",60609,"Kiki D's",4.2,1.0,299.0,"OPERATIONAL","ChIJmQveUdYtDogRf7H1ulEsGK4","4117 S Ashland Ave, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kikka",60615,"","","","","","","",""
"kikka",60646,"Kikka Sushi",1.0,"",1.0,"OPERATIONAL","ChIJCYu4HevPD4gRJ68lU2Jcn2Y","6020 N Cicero Ave, Chicago, IL 60646, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kikka  kingsbury",60642,"Kikka Sushi",0.0,"",0.0,"OPERATIONAL","ChIJO67sfezTD4gRYbaI4bGoGXs","1550 N Kingsbury St, Chicago, IL 60642, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikka @ whole foods streeterville",60611,"Kikka Sushi",3.0,"",1.0,"OPERATIONAL","ChIJ60cmV8wtDogR86Gf4brXd9M","255 E Grand Ave, Chicago, IL 60611, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikka south loop",60607,"Kikka Sushi",0.0,"",0.0,"OPERATIONAL","ChIJTab1-OctDogRinXUeB_dwLw","1101 S Canal St Suite 107, Chicago, IL 60607, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikuya restaurant",60615,"Kikuya Japanese Restaurant- CARRY OUT ONLY",4.5,2.0,199.0,"OPERATIONAL","ChIJEYhb1XIpDogRe40KfPZTtGo","1601 E 55th St, Chicago, IL 60615, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kim long restaurant",60639,"Kim Long Chinese Restaurant",4.1,2.0,265.0,"OPERATIONAL","ChIJHWqVHSDND4gR7yo3ipFzhpQ","5114 W Fullerton Ave, Chicago, IL 60639, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kim's home cooking",60625,"Kim's Home Cooking",4.8,1.0,261.0,"OPERATIONAL","ChIJ9y3MWF_ND4gRGU6FusEenH8","4829 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kim's korean cuisine",60657,"Kim’s Korean Cuisine & Sushi",4.9,2.0,410.0,"OPERATIONAL","ChIJFQVh3ivTD4gRM91cFnueCk8","3422 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kimberli sushi bar & thai cuisine",60625,"Kimberli Sushi and Thai Cuisine",3.5,"",307.0,"OPERATIONAL","ChIJW31ilzvTD4gRoiyulfK1ECc","2547 W Lawrence Ave # B, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kimchi pop by chef son",60622,"Kimchi Pop by Chef Son",4.6,1.0,376.0,"OPERATIONAL","ChIJPbUEZtLSD4gRQPDDBq3v1ok","939 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kimchi pop two by chef son",60640,"Kimchi Pop 2 by Chef Son",4.5,"",114.0,"OPERATIONAL","ChIJc1KEZ2LTD4gR6pGBePD_Yro","4429 N Broadway, Chicago, IL 60640, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kims us",60657,"Kim’s Korean Cuisine & Sushi",4.9,2.0,410.0,"OPERATIONAL","ChIJFQVh3ivTD4gRM91cFnueCk8","3422 N Broadway, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kimura sushi",60607,"Kimura",4.1,2.0,341.0,"OPERATIONAL","ChIJQcGQcRwtDogRKLvKJfwybjQ","1422 W Taylor St, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kin dee thai",60625,"Me Dee Cafe",4.4,1.0,238.0,"OPERATIONAL","ChIJkQHn7BjSD4gRy5J1WpHSJ-M","4805 N Damen Ave, Chicago, IL 60625, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kin sushi & thai cuisine",60642,"Kin Sushi & Thai Cuisine",4.5,2.0,299.0,"OPERATIONAL","ChIJLy48c9HSD4gRLrpihKmHjRs","1132 N Milwaukee Ave, Chicago, IL 60642, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kennedy fish chicken and gyros",60653,"New Kennedy Fish & Chicken",4.0,1.0,142.0,"OPERATIONAL","ChIJN5rPQawuDogRyXzruVzPMOI","112 E 47th St, Chicago, IL 60653, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60616,"KFC",3.1,1.0,659.0,"CLOSED_PERMANENTLY","ChIJzeW8GgosDogRP3hQDe4ojQc","300 E 35th St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60609,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60634,"KFC",2.9,1.0,584.0,"OPERATIONAL","ChIJf1VukrDLD4gRRbJgXjy6-hs","3927 N Harlem Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60632,"KFC",3.2,1.0,595.0,"OPERATIONAL","ChIJz3Y-XKMxDogRIwQ5dxgDLrI","4200 W 55th St, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60638,"KFC",3.7,1.0,415.0,"OPERATIONAL","ChIJF97oPzcxDogRTa2F5htJpts","6040 S Archer Ave, Chicago, IL 60638, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60649,"KFC",3.6,1.0,879.0,"OPERATIONAL","ChIJ2zLqxvMoDogRWzD32o7K0_E","7445 S Stony Island Ave, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60620,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken  #5286",60636,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5287",60617,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5288",60628,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5289",60639,"KFC",3.7,1.0,552.0,"OPERATIONAL","ChIJvwp6dFjLD4gR0wyphNurt8k","6034 W North Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5290",60612,"KFC",3.6,1.0,1183.0,"OPERATIONAL","ChIJYWKK3m8tDogRzSR8g5DetiI","1144 S Western Ave, Chicago, IL 60612, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken taco bell",60618,"Taco Bell / KFC",3.0,1.0,992.0,"OPERATIONAL","ChIJoWAuYIrND4gRFKPYBorFSQA","2807 W Irving Park Rd, Chicago, IL 60618, United States","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
"kevin's hamburger heaven",60609,"Kevin's Hamburger Heaven",3.9,1.0,956.0,"CLOSED_PERMANENTLY","ChIJ4RM4ACMsDogR2BGUNFPw2ks","554 W Pershing Rd, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kexin restaurant",60619,"","","","","","","",""
"kfc",60643,"KFC",3.7,1.0,760.0,"OPERATIONAL","ChIJfT63wiMlDogRnT5LiPSO2B4","10421 S Western Ave, Chicago, IL 60643, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60617,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60616,"KFC",3.1,1.0,659.0,"CLOSED_PERMANENTLY","ChIJzeW8GgosDogRP3hQDe4ojQc","300 E 35th St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60659,"KFC",3.8,1.0,780.0,"OPERATIONAL","ChIJgcIpFBrOD4gR8CL3bo0pv9c","3357 W Peterson Ave, Chicago, IL 60659, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60641,"KFC",3.4,1.0,687.0,"OPERATIONAL","ChIJ05eYg1rMD4gRyphsKsxWPMU","3536 N Cicero Ave, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60609,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60639,"KFC",3.6,1.0,901.0,"OPERATIONAL","ChIJ4ad3reXMD4gRl6eIvSTGO6c","4715 W Fullerton Ave, Chicago, IL 60639, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60640,"KFC",3.1,1.0,432.0,"OPERATIONAL","ChIJ-916l9PTD4gRAyeEVybivXo","4804 N Sheridan Rd, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60644,"KFC",3.4,1.0,394.0,"CLOSED_PERMANENTLY","ChIJCTYQgj8zDogRdZvmo83K5AM","5230 W Madison St, Chicago, IL 60644, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfc",60645,"KFC",3.6,1.0,835.0,"OPERATIONAL","ChIJad93YNrRD4gRJRhpEtOGVs4","6732 N Western Ave, Chicago, IL 60645, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60620,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfc",60619,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kfire",60647,"KFire Korean BBQ - Logan Square",4.7,2.0,315.0,"OPERATIONAL","ChIJg_P3ztLND4gR5DUMqmxyplQ","2528 N Milwaukee Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kfire korean bbq",60610,"KFire Korean BBQ - Old Town",4.9,2.0,37.0,"OPERATIONAL","ChIJyagr-cXTD4gRd_s7asWoXcs","1241 N Clybourn Ave, Chicago, IL 60610, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"khamai",60626,"Khmai",4.6,"",324.0,"OPERATIONAL","ChIJNYq9uZXRD4gR5oWsoifO8mc","6580 N Sheridan Rd, Chicago, IL 60626, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"khan bbq restaurant",60659,"Khan B.B.Q. Restaurant",3.9,2.0,1029.0,"OPERATIONAL","ChIJVSqYBt3RD4gRYGhqSbNd4II","2401 W Devon Ave, Chicago, IL 60659, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kie gol lanee comida tradicional oaxaquena",60640,"Kie-Gol-Lanee",4.7,2.0,833.0,"OPERATIONAL","ChIJp6SAo9XTD4gRp-RjGRKgFJw","5004 N Sheridan Rd, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kiki d's b b q house",60609,"Kiki D's",4.2,1.0,299.0,"OPERATIONAL","ChIJmQveUdYtDogRf7H1ulEsGK4","4117 S Ashland Ave, Chicago, IL 60609, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kikka",60615,"","","","","","","",""
"kikka",60646,"Kikka Sushi",1.0,"",1.0,"OPERATIONAL","ChIJCYu4HevPD4gRJ68lU2Jcn2Y","6020 N Cicero Ave, Chicago, IL 60646, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kikka  kingsbury",60642,"Kikka Sushi",0.0,"",0.0,"OPERATIONAL","ChIJO67sfezTD4gRYbaI4bGoGXs","1550 N Kingsbury St, Chicago, IL 60642, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikka @ whole foods streeterville",60611,"Kikka Sushi",3.0,"",1.0,"OPERATIONAL","ChIJ60cmV8wtDogR86Gf4brXd9M","255 E Grand Ave, Chicago, IL 60611, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikka south loop",60607,"Kikka Sushi",0.0,"",0.0,"OPERATIONAL","ChIJTab1-OctDogRinXUeB_dwLw","1101 S Canal St Suite 107, Chicago, IL 60607, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kikuya restaurant",60615,"Kikuya Japanese Restaurant- CARRY OUT ONLY",4.5,2.0,199.0,"OPERATIONAL","ChIJEYhb1XIpDogRe40KfPZTtGo","1601 E 55th St, Chicago, IL 60615, United States","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kim long restaurant",60639,"Kim Long Chinese Restaurant",4.1,2.0,265.0,"OPERATIONAL","ChIJHWqVHSDND4gR7yo3ipFzhpQ","5114 W Fullerton Ave, Chicago, IL 60639, United States","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kim's home cooking",60625,"Kim's Home Cooking",4.8,1.0,261.0,"OPERATIONAL","ChIJ9y3MWF_ND4gRGU6FusEenH8","4829 N Kedzie Ave, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kim's korean cuisine",60657,"Kim’s Korean Cuisine & Sushi",4.9,2.0,410.0,"OPERATIONAL","ChIJFQVh3ivTD4gRM91cFnueCk8","3422 N Broadway, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kimberli sushi bar & thai cuisine",60625,"Kimberli Sushi and Thai Cuisine",3.5,"",307.0,"OPERATIONAL","ChIJW31ilzvTD4gRoiyulfK1ECc","2547 W Lawrence Ave # B, Chicago, IL 60625, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kimchi pop by chef son",60622,"Kimchi Pop by Chef Son",4.6,1.0,376.0,"OPERATIONAL","ChIJPbUEZtLSD4gRQPDDBq3v1ok","939 N Ashland Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kimchi pop two by chef son",60640,"Kimchi Pop 2 by Chef Son",4.5,"",114.0,"OPERATIONAL","ChIJc1KEZ2LTD4gR6pGBePD_Yro","4429 N Broadway, Chicago, IL 60640, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kims us",60657,"Kim’s Korean Cuisine & Sushi",4.9,2.0,410.0,"OPERATIONAL","ChIJFQVh3ivTD4gRM91cFnueCk8","3422 N Broadway, Chicago, IL 60657, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kimura sushi",60607,"Kimura",4.1,2.0,341.0,"OPERATIONAL","ChIJQcGQcRwtDogRKLvKJfwybjQ","1422 W Taylor St, Chicago, IL 60607, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kin dee thai",60625,"Me Dee Cafe",4.4,1.0,238.0,"OPERATIONAL","ChIJkQHn7BjSD4gRy5J1WpHSJ-M","4805 N Damen Ave, Chicago, IL 60625, United States","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"kin sushi & thai cuisine",60642,"Kin Sushi & Thai Cuisine",4.5,2.0,299.0,"OPERATIONAL","ChIJLy48c9HSD4gRLrpihKmHjRs","1132 N Milwaukee Ave, Chicago, IL 60642, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kennedy fish chicken and gyros",60653,"New Kennedy Fish & Chicken",4.0,1.0,142.0,"OPERATIONAL","ChIJN5rPQawuDogRyXzruVzPMOI","112 E 47th St, Chicago, IL 60653, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60616,"KFC",3.1,1.0,659.0,"CLOSED_PERMANENTLY","ChIJzeW8GgosDogRP3hQDe4ojQc","300 E 35th St, Chicago, IL 60616, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60609,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60634,"KFC",2.9,1.0,584.0,"OPERATIONAL","ChIJf1VukrDLD4gRRbJgXjy6-hs","3927 N Harlem Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60632,"KFC",3.2,1.0,595.0,"OPERATIONAL","ChIJz3Y-XKMxDogRIwQ5dxgDLrI","4200 W 55th St, Chicago, IL 60632, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken",60638,"KFC",3.7,1.0,415.0,"OPERATIONAL","ChIJF97oPzcxDogRTa2F5htJpts","6040 S Archer Ave, Chicago, IL 60638, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60649,"KFC",3.6,1.0,879.0,"OPERATIONAL","ChIJ2zLqxvMoDogRWzD32o7K0_E","7445 S Stony Island Ave, Chicago, IL 60649, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken",60620,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken  #5286",60636,"KFC",3.5,1.0,829.0,"OPERATIONAL","ChIJh7qImDAuDogRn5Vz1ZsqVew","5852 S Western Ave, Chicago, IL 60636, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5287",60617,"KFC",3.5,1.0,609.0,"OPERATIONAL","ChIJZQy6fDEmDogRt39mOcUUj0g","1617 E 95th St, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"kentucky fried chicken #5288",60628,"KFC",3.7,1.0,758.0,"OPERATIONAL","ChIJP1c3iLklDogRVvIT43aZf3I","10200 S Halsted St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5289",60639,"KFC",3.7,1.0,552.0,"OPERATIONAL","ChIJvwp6dFjLD4gR0wyphNurt8k","6034 W North Ave, Chicago, IL 60639, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"kentucky fried chicken #5290",60612,"KFC",3.6,1.0,1183.0,"OPERATIONAL","ChIJYWKK3m8tDogRzSR8g5DetiI","1144 S Western Ave, Chicago, IL 60612, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
