dba_name,address,zip,state
sounding,1200 s lake shore dr,60605,il
soup & scoops,6701 n olmsted ave,60631,il
soupbox,2943 n broadway,60657,il
south branch,100 s wacker dr,60606,il
south china kitchen inc.,11631 s halsted st,60628,il
south loop club inc,701 s state st,60605,il
south of the border,1416 w morse ave,60626,il
south shore bbq & jerk,6114 s western ave,60636,il
south shore brew,7101 s yates blvd,60649,il
southport betty's,2852 2856 n southport ave,60657,il
southport grocery and cafe,3552 n southport ave,60657,il
southshore bbq jerk,7114 s yates blvd,60649,il
southside african restaurant,8311 s baltimore ave,60617,il
southside shrimp,10410 s kedzie ave,60655,il
southtown sub,112 e 71st st,60619,il
southwood interventions,5701 s wood st,60636,il
spaccanapoli,1769 w sunnyside ave,60640,il
space519,200 e chestnut st,60611,il
spark restaurant & bar,4250 n marine dr,60613,il
sparta cafe llc,2605 w lawrence ave,60625,il
special o'cajun restaurant & catering,3451 w madison st,60624,il
spectrum sports bar & grill,233 s halsted st,60661,il
spertus institute for jewish learning and leadersh,610 616 s michigan ave,60605,il
spf,2121 n clybourn ave,60614,il
spicy bee,5301 w belmont ave,60641,il
spicy fingers,1549 w chicago ave,60642,il
spicy grandma kitchen,2353 s wentworth ave a,60616,il
spicy mexican grill,3925 n lincoln ave,60613,il
spicy taco,2825 n milwaukee ave,60618,il
spilt milk,2758 w fullerton ave,60647,il
spin chicago,344 n state st,60654,il
spinzer restaurant,2331 w devon ave,60659,il
spirit of navy pier,600 e grand ave,60611,il
split rail,2500 w chicago ave,60622,il
splyt n half kitchen,5815 w madison st,60644,il
"spoken, chicago",1812 w montrose ave,60613,il
spoon thai,4608 n western ave,60625,il
sports corner,952 956 w addison st,60613,il
spring hill suites,410 n dearborn st,60654,il
spring oaks hospitality,111 n canal st,60606,il
springhill suites by marriott,8101 w higgins rd,60631,il
sputnik coffee company,2618 w 48th st,60632,il
ss jerk,6114 s western ave,60636,il
"ssp america, inc",5757 w 59th st,60638,il
"ssyal ginseng house, inc",4201 w lawrence ave,60630,il
st joseph village of chicago,4021 w belmont ave,60641,il
st. bess jerk,5729 n northwest hwy,60646,il
st. clair hotel magnificent mile,162 e ontario st,60611,il
st. ignatius college prep,1080 w roosevelt rd,60608,il
st. regis chicago,401 e wacker dr,60601,il
st. rest country kitchen,727 e 87th st,60619,il
stabucks coffee #19283,6350 n broadway,60660,il
stan mansion,2408 2410 n kedzie blvd,60647,il
stan's donuts,259 e erie st,60611,il
stan's donuts   clark st.,2800 n clark st,60657,il
stan's donuts & coffee,181 n michigan ave,60601,il
stan's donuts & coffee,26 e roosevelt rd fl,60605,il
stan's donuts & coffee,3300 n broadway,60657,il
stan's donuts & coffee,5225 s harper ct,60615,il
stan's donuts and coffee uptown,4601 n broadway,60640,il
"stan's donuts chicago, llc",750 n rush st,60611,il
stan's donuts msi,5700 s jean baptiste pointe dusable lake shore dr,60637,il
stand up burger,204 n wells st,60606,il
stand up burgers,614 w diversey pkwy,60614,il
standard bar & grill,1332 n milwaukee ave,60622,il
standard pho llc,1014 s western ave,60612,il
standing passengers inc.,1458 w chicago ave,60642,il
stanley's,4258 s ashland ave,60609,il
stanley's grill,1543 n elston ave,60642,il
stans donuts,1560 n damen ave,60622,il
star east,5712 w fullerton ave,60639,il
star gyros,3400 w roosevelt rd,60624,il
star kitchen,335 w 31st st,60616,il
star lounge coffee bar,2521 w chicago ave,60622,il
star of siam,11 e illinois st,60611,il
star of siam inc,11 e illinois st,60611,il
star submarine,7914 s exchange ave,60617,il
starbuck coffee #10366,30 n la salle st,60602,il
starbuck's coffee,600 e grand ave,60611,il
starbuck's coffee #2568,4365 w irving park rd,60641,il
starbuck's coffee #2636,1701 w division st,60622,il
starbuck's coffee#47361,5970 n ridge ave,60660,il
starbuck's deli,11601 w touhy ave,60666,il
starbuckcoffee #82724,3105 w 26th st,60623,il
starbucks,10 s dearborn st,60603,il
starbucks,10210 s central park ave,60655,il
starbucks,111 e cermak rd,60616,il
starbucks,11601 w touhy ave,60666,il
starbucks,269 w cermak rd,60616,il
starbucks,300 e randolph st,60601,il
starbucks,320 e superior st,60611,il
starbucks,5140 n california ave,60625,il
starbucks,5700 s drexel ave,60637,il
starbucks  coffee #63483,153 155 n wabash ave,60601,il
starbucks # 2483,1430 w taylor st,60607,il
starbucks #10634,3506 s state st,60609,il
starbucks #14553,1730 w fullerton ave,60614,il
starbucks #231,3400 n southport ave,60657,il
starbucks coffee  #204,2754 n clark st,60614,il
starbucks coffee  #22423,1230 n wells st,60610,il
starbucks coffee # 11719,116 s halsted st,60661,il
starbucks coffee # 13468,1 e delaware pl,60611,il
starbucks coffee # 16696,1599 n clybourn ave,60642,il
starbucks coffee # 216,401 e ontario st,60611,il
starbucks coffee # 2449,4015 n lincoln ave,60618,il
starbucks coffee # 2624,7101 s stony island ave,60649,il
starbucks coffee # 28867,333 n michigan ave,60601,il
starbucks coffee # 58413,4715 w foster ave,60630,il
starbucks coffee #10199,131 s dearborn st,60603,il
starbucks coffee #10506,2566 n elston ave,60647,il
starbucks coffee #10594,39 s la salle st,60603,il
starbucks coffee #10905,1933 w 103rd st,60643,il
starbucks coffee #10957,150 e randolph st fl,60601,il
starbucks coffee #11125,1243 1245 w fullerton ave,60614,il
starbucks coffee #11719,116 s halsted st,60661,il
starbucks coffee #13319,200 w madison st,60606,il
starbucks coffee #13439,4830 n pulaski rd,60630,il
starbucks coffee #13468,1 e delaware pl,60611,il
starbucks coffee #13522,3232 w foster ave,60625,il
starbucks coffee #13710,30 w erie st,60654,il
starbucks coffee #14433,946 w randolph st,60607,il
starbucks coffee #15683,8 n michigan ave,60602,il
starbucks coffee #16309,200 s michigan ave,60604,il
starbucks coffee #17743,6108 n western ave,60659,il
starbucks coffee #19549,633 n st clair st,60611,il
starbucks coffee #203,150 n wacker dr,60606,il
starbucks coffee #206,2063 n clark st,60614,il
starbucks coffee #20797,3640 n western ave,60618,il
starbucks coffee #209,225 n michigan ave,60601,il
starbucks coffee #211,227 w monroe st,60606,il
starbucks coffee #216,401 e ontario st,60611,il
starbucks coffee #217,2200 n halsted st,60614,il
starbucks coffee #21751,515 n state st,60654,il
starbucks coffee #2207,3184 n clark st,60657,il
starbucks coffee #2218,1000 1002 w diversey pkwy,60614,il
starbucks coffee #2223,3350 n lincoln ave,60657,il
starbucks coffee #2224,430 n clark st,60610,il
starbucks coffee #223,600 n state st,60654,il
starbucks coffee #2234,200 w adams st,60606,il
starbucks coffee #22423,1230 n wells st,60610,il
starbucks coffee #2247,55 e jackson blvd,60604,il
starbucks coffee #225,40 w lake st,60601,il
starbucks coffee #2252,4159 w peterson ave,60646,il
starbucks coffee #226,1530 e 53rd st,60615,il
starbucks coffee #2261,233 s wacker dr,60606,il
starbucks coffee #2264,200 e randolph st,60601,il
starbucks coffee #227,3358 n broadway,60657,il
starbucks coffee #228,1001 w armitage ave,60614,il
starbucks coffee #229,222 w merchandise mart plz,60654,il
starbucks coffee #22949,200 n michigan ave,60601,il
starbucks coffee #2310,5300 n clark st,60640,il
starbucks coffee #233,231 s la salle st,60604,il
starbucks coffee #2337,180 n la salle st,60601,il
starbucks coffee #236,39 w division st,60610,il
starbucks coffee #2369,2023 2025 w roscoe st,60618,il
starbucks coffee #2370,1602 n wells st,60614,il
starbucks coffee #2372,4701 s cicero ave,60632,il
starbucks coffee #2373,257 e huron st,60611,il
starbucks coffee #2378,4553 4557 n lincoln ave,60625,il
starbucks coffee #2428,6576 n sheridan rd,60626,il
starbucks coffee #2428,6738 n sheridan rd,60626,il
starbucks coffee #2443,1588 n milwaukee ave,60622,il
starbucks coffee #2484,111 e chestnut st,60611,il
starbucks coffee #2491,1900 w montrose ave,60613,il
starbucks coffee #2492,2543 n california ave,60647,il
starbucks coffee #25092,875 n michigan ave,60611,il
starbucks coffee #2510,414 n orleans st,60654,il
starbucks coffee #2527,1001 w madison st,60607,il
starbucks coffee #26368,3030 n broadway,60657,il
starbucks coffee #272,2525 1 2 n clark st,60614,il
starbucks coffee #272,2525 n clark st,60614,il
starbucks coffee #27508,500 w jackson blvd,60661,il
starbucks coffee #27892,806 w 63rd st,60621,il
starbucks coffee #2827,1174 e 55th st,60615,il
starbucks coffee #2877,40 n clinton st,60661,il
starbucks coffee #289,10 s riverside plz,60606,il
starbucks coffee #2929,6075 n lincoln ave,60659,il
starbucks coffee #2949,7112 w north ave,60707,il
starbucks coffee #47362,3108 s halsted st,60608,il
starbucks coffee #47593,6332 n northwest hwy,60631,il
starbucks coffee #48615,1601 w irving park rd,60613,il
starbucks coffee #49431,3845 n broadway,60613,il
starbucks coffee #49695,500 w madison st,60661,il
starbucks coffee #49894,5601 w lawrence ave,60630,il
starbucks coffee #50482,1941 n cicero ave,60639,il
starbucks coffee #50882,5505 s kedzie ave,60632,il
starbucks coffee #51649,9438 s ashland ave,60620,il
starbucks coffee #57239,715 s seeley ave,60612,il
starbucks coffee #61227,4200 s pulaski rd,60632,il
starbucks coffee #61673,7137 n western ave,60645,il
starbucks coffee #65752,1027 w addison st,60613,il
starbucks coffee #66051,600 s paulina st,60612,il
starbucks coffee #66113,3800 s western,60609,il
starbucks coffee #66370,5801 s western ave,60636,il
starbucks coffee #7948,2730 n narragansett ave,60639,il
starbucks coffee #80598,1520 w harrison st bldg,60607,il
starbucks coffee #80599,120 s riverside plz,60606,il
starbucks coffee #8954,4558 n kedzie ave,60625,il
starbucks coffee #9426,520 n ogden ave,60642,il
starbucks coffee #9942,160 w 87th st,60620,il
starbucks coffee 18013,171 w randolph st,60601,il
starbucks coffee#2229,209 w jackson blvd,60606,il
starbucks coffee#2261,217 s wacker dr,60606,il
starbucks coffee#27509,1920 n milwaukee ave,60647,il
starbucks coffee#27509,1932 n milwaukee ave,60647,il
starbucks coffee#48513,469 w chicago ave,60654,il
starbucks coffee#48855,4155 n cicero ave,60641,il
starbucks coffee#63399,5614 n harlem ave,60631,il
starbucks coffee#63774,3649 n harlem ave,60634,il
starbucks coffee#64839,4925 w north ave,60639,il
starbucks coffee#65456,250 e superior st,60611,il
starbucks coffee#67265,2007 n harlem ave,60707,il
starbucks coffee#70636,2737 n cicero ave,60639,il
starbucks coffee#71124,819 n rush st,60611,il
starbucks hk apex,11601 w touhy ave,60666,il
starbucks l03,11601 w touhy ave,60666,il
starbucks navy pier,600 e grand ave,60611,il
starbucks palmer house,17 e monroe st,60603,il
starbucks reserve roastery & tasting room,646 n michigan ave,60611,il
starbucks t 2,11601 w touhy ave,60666,il
stardust,5688 n milwaukee ave,60646,il
staropolska restaurant,3028 3030 n milwaukee ave,60618,il
"station restaurant and bar, vinny's pizza bar, boo",120 n canal st,60606,il
stax cafe,1401 w taylor st,60607,il
staypinapple chicago,1 w washington st,60602,il
steak & egger,1174 w cermak rd,60608,il
steak & tostada,2246 w armitage ave,60647,il
steak 48,615 n wabash ave,60611,il
steaque,3310 n elston ave,60618,il
steingold's bagels & nosh,3626 n clark ave,60613,il
steingold's of chicago,3737 n southport ave,60613,il
steingold's wholesale,2939 w grand ave,60622,il
stelio's bottles & bites,19 s morgan st,60607,il
stella's diner,3042 n broadway,60657,il
stella's fast food,2200 w irving park rd,60618,il
steppenwolf,1640 1700 n halsted,60614,il
steppenwolf theatre company,1640 1700 n halsted st,60614,il
sterling food hall,125 s clark st,60603,il
stetson's,151 e wacker dr,60601,il
steve's bite,80 e cermak rd,60616,il
steve's lounge,13200 s baltimore ave,60633,il
stevo's grill,2326 w belmont ave,60618,il
sticky kiss,925 n ashland ave,60622,il
sticky rice,4018 n western ave,60618,il
stimpy's,3438 n clark st,60657,il
stk chicago,9 w kinzie st,60654,il
stocks & blondes bar & grille,40 n wells st,60606,il
stone temple missionary baptist church lunch box,906 s homan ave,60624,il
storyville,712 n clark st,60654,il
straightlaw cooking & catering,3334 w chicago ave,60651,il
strapoli pizzeria and all day cafe,545 w diversey pkwy,60614,il
stray hen cafe of chicago,2423 n clark st,60614,il
string's,1453 e 53rd st,60615,il
strings,1453 e 53rd st,60615,il
strings,2141 s archer ave,60616,il
strings ramen,919 w belmont ave,60657,il
stumptown coffee corp,311 n morgan st,60607,il
stunod's pizza,6535 w 63rd st,60638,il
stussy's diner,3500 s halsted st,60609,il
su casa,49 e ontario st,60611,il
"su nueva casa del gallo bravo, inc.",3714 w lawrence ave,60625,il
"su taqueria el gallo bravo 5, inc.",1429 w montrose ave,60613,il
su taqueria el rey del taco,7138 7140 n clark st,60626,il
su taqueria thaly's inc.,3156 n austin ave,60634,il
sub brother,1417 1 2 w morse ave,60626,il
"sub lincoln square, llc",4771 n lincoln ave,60625,il
sub way,1505 e 87th st,60619,il
subo filipino kitchen,4712 n kimball ave,60625,il
subs & chips food mart,2408 w 71st st,60629,il
subs & shop 25 inc.,2423 w 63rd st,60629,il
subway,1 e 83rd st,60619,il
subway,100 w 87th st,60620,il
subway,1020 w belmont ave,60657,il
subway,10319 s pulaski rd,60655,il
subway,10325 s torrence ave,60617,il
subway,10354 s halsted st,60628,il
subway,1044 n francisco ave,60622,il
subway,10900 s doty ave,60628,il
subway,1101 w bryn mawr ave,60660,il
subway,1118 s kedzie ave,60612,il
subway,1121 n western ave,60622,il
subway,116 w 111th st,60628,il
subway,11629 s halsted st,60628,il
subway,1212 s michigan ave,60605,il
subway,1232 s canal st,60607,il
subway,124 e 35th st,60616,il
subway,1252 s halsted st,60607,il
subway,126 e cermak rd,60616,il
subway,1300 n ashland ave,60622,il
subway,1300 w cermak rd,60608,il
subway,1313 w touhy ave,60626,il
subway,1322 e 47th st,60653,il
subway,1400 e 53rd st,60615,il
subway,1406 w 18th st,60608,il
subway,1431 w 95th st,60643,il
subway,1449 e 57th st,60637,il
subway,150 n michigan ave,60601,il
subway,1510 n cicero ave,60651,il
subway,1525 w madison st,60607,il
subway,154 n wabash ave,60601,il
subway,1608 w 59th st,60636,il
subway,1611 w harrison st,60612,il
subway,1651 w roosevelt rd,60608,il
subway,1656 w 119th st,60643,il
subway,1768 w armitage ave,60622,il
subway,1901 w 103rd st,60643,il
subway,1917 w fullerton ave,60614,il
subway,1936 e 95th st,60617,il
subway,1958 w chicago ave,60622,il
subway,1958 w peterson ave,60660,il
subway,2008 n halsted st,60614,il
subway,2101 e 71st st,60649,il
subway,2300 n milwaukee ave,60647,il
subway,2319 w madison st,60612,il
subway,240 e 103rd st,60628,il
subway,2421 n clark st,60614,il
subway,251 e huron st,60611,il
subway,2512 w north ave,60647,il
subway,2620 n narragansett ave,60639,il
subway,2750 w devon ave,60659,il
subway,2756 w 55th st,60632,il
subway,2759 w cermak rd,60608,il
subway,2811 s kedzie ave,60623,il
subway,300 e randolph st,60601,il
subway,3021 n clark st,60657,il
subway,3025 n pulaski rd,60641,il
subway,304 s jefferson st,60661,il
subway,3129 w armitage ave,60647,il
subway,3154 w 103rd st,60655,il
subway,3167 n lincoln ave,60657,il
subway,3205 w 63rd st,60629,il
subway,3207 w diversey ave,60647,il
subway,3235 w addison st,60618,il
subway,33 e 71st st,60619,il
subway,3313 w north ave,60647,il
subway,333 e benton pl,60601,il
subway,3333 w belmont ave,60618,il
subway,3346 w foster ave,60625,il
subway,3348 w lawrence ave,60625,il
subway,3477 s dr martin luther king jr dr,60616,il
subway,3510 s ashland ave,60609,il
subway,3538 e 118th st,60617,il
subway,3551 n central ave,60634,il
subway,3601 n western ave,60618,il
subway,3675 w grand ave,60651,il
subway,3706 n southport ave,60613,il
subway,3815 n broadway,60613,il
subway,3924 s archer ave,60632,il
subway,3952 n sheridan rd,60613,il
subway,400 n orleans st,60654,il
subway,4019 n lincoln ave,60618,il
subway,4025 e 106th st,60617,il
subway,4030 w roosevelt rd,60624,il
subway,4032 w 26th st,60623,il
subway,4036 n narragansett,60634,il
subway,4157 w peterson ave,60646,il
subway,4242 s wentworth ave,60609,il
subway,4303 w irving park rd,60641,il
subway,4316 s ashland ave,60609,il
subway,4351 w armitage ave,60639,il
subway,4406 s pulaski rd,60632,il
subway,4435 w grand ave,60639,il
subway,447 n state st,60654,il
subway,4556 n magnolia ave,60640,il
subway,4606 s damen ave,60609,il
subway,4711 s kedzie ave,60632,il
subway,4735 s cicero ave,60632,il
subway,4759 w fullerton ave,60639,il
subway,4861 n milwaukee ave,60630,il
subway,5040 s cottage grove ave,60615,il
subway,51 w 79th st,60620,il
subway,511 n mcclurg ct,60611,il
subway,5131 s pulaski rd,60632,il
subway,5150 w belmont ave,60641,il
subway,5203 w fullerton ave,60639,il
subway,5232 n nagle ave,60630,il
subway,5341 n lincoln ave,60625,il
subway,5357 n lincoln ave,60625,il
subway,5409 s harlem ave,60638,il
subway,5619 w division st,60651,il
subway,5630 w roosevelt rd,60644,il
subway,5710 w fullerton ave,60639,il
subway,5853 s kedzie ave,60629,il
subway,5901 s archer ave,60638,il
subway,5959 w diversey ave,60639,il
subway,604 s wabash ave,60605,il
subway,6044 s western ave,60636,il
subway,6072 6074 n northwest hwy,60631,il
subway,615 w lake st,60661,il
subway,6237 s halsted st,60621,il
subway,6352 n milwaukee ave,60646,il
subway,6400 s cicero ave,60638,il
subway,6449 n sheridan rd,60626,il
subway,6450 s pulaski rd,60629,il
subway,6456 w 63rd st,60638,il
subway,6555 n clark st,60626,il
subway,66 e washington st,60602,il
subway,6718 s stony island ave,60649,il
subway,69 w washington st,60602,il
subway,6920 s ashland ave,60636,il
subway,726 e 87th st,60619,il
subway,7601 s cicero ave,60652,il
subway,780 n milwaukee ave,60642,il
subway,7852 s cottage grove ave,60619,il
subway,7901 s yates blvd,60617,il
subway,7949 s cicero ave,60652,il
subway,8 w ohio st,60654,il
subway,800 n kedzie ave,60651,il
subway,8331 s stewart ave,60620,il
subway,8614 s kedzie ave,60652,il
subway,8655 s jeffery blvd,60617,il
subway,951 53 w addison st,60613,il
subway   jay shree inc,233 n michigan ave,60601,il
subway  5183,333 w north ave,60610,il
subway # 25502,4633 w diversey ave,60639,il
subway # 26771,35 w van buren st,60605,il
subway # 6010,8145 s pulaski rd,60652,il
subway # 7659,166 n wabash ave,60601,il
subway #3333,62 e jackson blvd,60604,il
subway #44541,211 w adams st,60606,il
subway #65029,6315 s cottage grove ave,60637,il
subway 10266,3125 s ashland ave,60608,il
subway 21649,1100 w taylor st,60607,il
subway 24453,111 n wabash ave,60602,il
subway 275,2579 n elston ave,60647,il
subway 28330,120 s state st,60603,il
subway 29772,1139 w granville ave,60660,il
subway 33077,10354 s halsted st,60628,il
subway 3634,6449 n sheridan rd,60626,il
subway 42180,347 n la salle st,60654,il
subway 44839,630 s clark st,60605,il
subway 47512,1014 s western ave,60612,il
subway 50886,1234 n halsted st,60642,il
subway 51581,29 w lake st,60601,il
subway 6010,8145 s pulaski rd,60652,il
subway 7585,2620 n narragansett ave,60639,il
subway 7709,177 n wells st,60606,il
subway restaurant,1252 s halsted st,60607,il
subway restaurant,3025 n pulaski rd,60641,il
subway restaurant,4351 w armitage ave,60639,il
subway restaurant,5215 w chicago ave,60651,il
subway restaurant,5973 w madison st,60644,il
subway sandwich,11601 w touhy ave,60666,il
subway sandwich,1958 w peterson ave,60660,il
subway sandwich,5062 n sheridan rd,60640,il
subway sandwich,630 s clark st,60605,il
subway sandwich,7908 s halsted st,60620,il
subway sandwich,7918 s western ave,60620,il
subway sandwich & salad,2352 w cermak rd,60608,il
subway sandwich & salad,5324 n broadway,60640,il
subway sandwich & salad,753 w 31st st,60616,il
subway sandwich shop,2825 n ashland ave,60657,il
subway sandwich store,2750 w devon ave,60659,il
subway sandwiches,1000 w washington blvd,60607,il
subway sandwiches,7549 7551 n paulina st,60626,il
subway sandwiches,808 w jackson blvd,60607,il
subway sandwiches,9100 s commercial ave,60617,il
subway sandwiches #22222,1427 w montrose ave,60613,il
subway sandwiches #27143,2349 w howard st,60645,il
subway sandwiches & salad,1762 n clybourn ave,60614,il
subway sandwiches & salads,5050 n cicero ave,60630,il
subway sandwiches and salad,3946 w cermak rd,60623,il
subway sanwich shop,5710 w fullerton ave,60639,il
subway store  # 25458,1818 w montrose ave,60613,il
subway store #30969,4552 n kedzie ave,60625,il
such a jerk,1945 1947 w howard st,60626,il
suda's,1524 w fullerton ave,60614,il
suffron,2459 w armitage ave,60647,il
sugar baby's cafe,742 w garfield blvd,60609,il
"sugar blow, llc",3409 n broadway,60657,il
sugar factory,55 e grand ave,60611,il
sugar rae's,5281 n elston,60630,il
sugary chicago,104 s michigan ave,60603,il
sugoi sweets,937 n ashland ave,60622,il
suguni sushi,2904 n broadway ave,60657,il
sukari's,7601 s cicero ave,60652,il
sukhadia sweets & snacks,2557 2559 w devon ave,60659,il
sully's house,1501 n dayton st,60642,il
sultan's,2521 n clark st,60614,il
sultan's market,1738 w 18th st,60608,il
sultan's market,2057 w north ave,60647,il
sumi,1303 s michigan ave,60605,il
summer house (t2 main),11601 w touhy ave,60666,il
summer house santa monica stella barra pizzeria,1954 n halsted st,60614,il
sumo sushi & hibachi,2936 n broadway,60657,il
sumo sushi and hibachi,2936 n broadway,60657,il
sumu tokyo ramen and sushi,1131 w madison st,60607,il
sun cafe llc,2441 w peterson ave,60659,il
sun d wich,13542 s brandon ave,60633,il
sun rey cafe,1357 n western ave,60622,il
sun sub & philly's,5542 w north ave,60639,il
sun sub and chicken,321 n laramie ave,60644,il
sun wah bar b q inc co,5039 5043 n broadway,60640,il
sunda,110 w illinois st,60654,il
sunda,333 n green st,60607,il
sundayz soul diner,4667 w washington blvd,60644,il
sundrip,1109 e 55th st,60615,il
sunlife organics,333 n green st,60607,il
sunlight cafe,227 w cermak rd,60616,il
sunny bowls,201 e huron st,60611,il
sunny bowls,222 w merchandise mart plz,60654,il
sunny side up,42 e superior st,60611,il
sunny sub,5140 w madison st,60644,il
sunny village cafe,5916 5918 n w lawrence ave,60630,il
sunny's bar b que,335 337 e 69th st,60637,il
sunny's sub,5124 w chicago ave,60651,il
sunnyday tap,4953 n elston ave,60630,il
"sunrise breakfast & lunch restaurant, inc.",10641 10645 s pulaski rd,60655,il
sunrise cafe restaurant,2012 w chicago ave,60622,il
sunset pho caffe,2856 n clark st,60657,il
sunshine,3523 n kedzie ave,60618,il
sunshine foods,2423 w 47th st,60632,il
suparossa,4250 n central ave,60634,il
super beefee,5846 w north ave,60639,il
super hugo tacos,3107 w 71st st,60629,il
super jalapeno grill inc.,2910 w armitage ave,60647,il
super jj chicken fish and ribs,7601 s cicero ave,60652,il
super pollo y taqueria,4614 w diversey ave,60639,il
super sharks fish & chicken,8306 s south chicago ave,60617,il
super star & gyros,1157 1159 w 47th st,60609,il
super star & gyros # 2 inc.,1157 59 w 47th st,60609,il
super submarine,1050 n ashland ave,60622,il
super taqueria el taconazo el tio,3529 w fullerton ave,60647,il
super taqueria el taconazo el tio co.,3529 w fullerton ave,60647,il
super taqueria sahuayo,1703 n pulaski rd,60639,il
super tasty sub inc.,2001 w howard st,60645,il
super wayne's barbecue and cajun inc.,5401 s wentworth ave,60609,il
superdawg,6363 n milwaukee ave,60646,il
supper house,3404 n halsted st,60657,il
supreme fish & steak hoagi,5506 s ashland ave,60636,il
surf's up,4317 s cottage grove ave,60653,il
surf's up brverly morgan park,10210 s vincennes ave,60643,il
surf's up south shore,2236 e 71st st,60649,il
surge billiards,3241 w montrose ave,60618,il
"surge billiards, inc.",3716 w fullerton ave,60647,il
sushi,1136 w chicago ave,60642,il
sushi +,1352 n milwaukee ave,60622,il
sushi +,3219 n broadway,60657,il
sushi + chinatown,2131 s archer ave,60616,il
"sushi avenue, inc.",3 w chicago ave,60654,il
sushi by bou,311 319 n morgan st,60607,il
sushi by weight llc,60 e jackson blvd,60604,il
sushi dokku,15 w washington st,60602,il
sushi dokku,823 w randolph st,60607,il
sushi hall,2630 n clark st,60614,il
sushi koi,2154 2156 n clybourn ave,60614,il
sushi koi,2156 n clybourn ave,60614,il
sushi light,2002 s wentworth ave,60616,il
sushi mura chicago,3647 n southport ave,60613,il
sushi nova,160 n franklin st,60606,il
sushi nova,1935 n lincoln park west,60614,il
sushi o sushi,346 w armitage ave,60614,il
sushi para m,1633 n milwaukee ave,60647,il
sushi para too,2258 n clark st,60614,il
sushi payce,1417 w fullerton ave,60614,il
sushi pink,909 w washington blvd,60607,il
sushi pink chicago inc.,909 w washington blvd,60607,il
sushi san,1950 n halsted st,60614,il
sushi san,63 w grand ave,60654,il
sushi san river north llc,233 s wacker dr,60606,il
sushi taku,1904 1906 w division st,60622,il
sushi taku,2283 n milwaukee ave,60647,il
sushi taku rotary,935 w webster ave,60614,il
sushi tokoro,4750 n western ave,60625,il
sushi with gusto,2250 n sheffield ave,60614,il
sushi world,6251 n mccormick rd,60659,il
sushilicious,5419 w devon ave,60646,il
sushimura japanese restaurant,3647 n southport ave,60613,il
susie's drive in,4126 w montrose ave,60641,il
susupuato restaurant,6161 n broadway,60660,il
sutherlands,5353 w irving park rd,60641,il
svea restaurant,5236 n clark st,60640,il
swadesi cafe,328 s jefferson st,60661,il
swan grill,1463 n pulaski rd,60651,il
swanson's beverly ritz,2414 w 103rd st,60655,il
sweatlodge rehydrate water bar & cafe,3500 3504 n cicero ave,60641,il
swedish american museum,5211 5217 n clark st,60640,il
swedish american museum,5211 n clark st,60640,il
swedish covenant hospital,5145 n california ave,60625,il
sweet bean,1152 s wabash ave,60605,il
sweet cafe,6348 w higgins ave,60630,il
"sweet cafe chicago, inc.",243 w cermak rd,60616,il
sweet dragon boba tea,4800 w irving park rd,60641,il
sweet dreams frozen yogurt,17 w 35th st,60616,il
sweet drip,1658 e 53rd st,60615,il
"sweet drip, inc.",1658 e 53rd st,60615,il
sweet green,1 n dearborn st,60602,il
sweet honey tea,7601 s cicero ave,60652,il
sweet mandy b's,259 e erie st,60611,il
sweet maple cafe,1339 w taylor st,60607,il
sweet moon,1964 w lawrence ave,60640,il
sweet n' healthy,3950 w lawrence ave,60625,il
sweet rice chicago,1904 n western ave,60647,il
sweet spot nutrition,4442 n milwaukee ave,60630,il
sweet treats chicago,4731 1 2 s ashland ave,60609,il
sweet virginia's kitchen,5131 n damen ave,60625,il
sweetgreen,1000 w randolph st,60607,il
sweetgreen,1200 n state st,60610,il
sweetgreen,1471 n milwaukee ave,60622,il
sweetgreen,1500 e 53rd st,60615,il
sweetgreen,151 n franklin st,60606,il
sweetgreen,227 e ontario st,60611,il
sweetgreen,233 s wacker dr,60606,il
sweetgreen,2361 n lincoln ave,60614,il
sweetgreen,2500 n milwaukee ave,60647,il
sweetgreen,3601 n southport ave,60613,il
sweetgreen,5400 n clark st,60640,il
sweetgreen,621 n state st,60654,il
sweetgreen,900 w north ave,60614,il
sweetgreen chicago llc,150 n michigan ave,60601,il
sweetwater,225 n michigan ave,60601,il
sweetwaters coffee & tea newcity,1457 n halsted,60642,il
swift & sons,1000 w fulton market,60607,il
swift and son's tavern,3600 3602 n clark st,60613,il
swig,1469 n milwaukee ave,60622,il
swill bar inn,415 n milwaukee ave,60654,il
swissotel   concourse level,323 e wacker dr,60601,il
swissotel chicago   hotel,323 e wacker dr,60601,il
swissport usa,11601 w touhy ave,60666,il
sze chuan alley,3141 s halsted st,60608,il
szechuan bistro,2002 s wentworth ave,60616,il
szechuan corner inc,2910 n ashland ave,60657,il
t & e,30 e hubbard st,60611,il
t & k african kitchen and grocery store,2955 e 87th st,60617,il
t & k grill,4667 w washington blvd,60644,il
t joels family restaurant,1928 w cermak rd,60608,il
t square cafe,2205 w montrose ave,60618,il
ta' golazo,2247 e 71st st,60649,il
tabaq restaurant,1245 n clybourn ave,60610,il
"table, donkey & stick",2728 w armitage ave,60647,il
tabu tacos,401 n morgan st,60642,il
tac quick,1011 w irving park rd,60613,il
tacaria seven brothers,3755 s kedzie ave,60632,il
taco  bell #30409,2575 n clybourn ave,60614,il
taco & burrito express brothers inc.,2540 n halsted st,60614,il
taco & burrito house,1548 w fullerton ave,60614,il
