dba_name,address,zip,state
"celis pizzeria express, corporation",2605 s kostner ave,60623,il
cellar door provisions,3025 w diversey ave,60647,il
cellars market,141 w jackson blvd,60604,il
cenaduria los dorados,13514 s avenue o,60633,il
centennial crafted beer & eatery,733 n la salle,60654,il
central cafe,5758 s maryland ave,60637,il
central east asian cuisine,2353 2355 s wentworth ave,60616,il
central gyros corp,3127 n central ave,60634,il
central market express,5700 s cicero ave,60638,il
central nutrition,5713 w irving park rd,60634,il
century centre lounge,2828 n clark st ste 4,60657,il
ceres  food group,8522 s lafayette ave,60620,il
ceres cafe,141 w jackson blvd,60604,il
ceres' table,3124 n broadway,60657,il
cerise,203 n wabash ave,60601,il
cesar's on broadway,2924 2926 n broadway,60657,il
cescas margarita bar & grill,5403 n clark st,60640,il
cevicheria rio balsas,4545 w division st,60651,il
cevicheria y restaurant rio balsas,1161 n pulaski rd,60651,il
ch distillery,564 w randolph st,60661,il
cha chuck,5256 n broadway,60640,il
cha yan guan se,2244 s wentworth ave,60616,il
chacha gyro,1912 e 71st st,60649,il
chacha machliwala,6348 n artesian ave,60659,il
chai asian bistro,4748 4750 w peterson ave,60646,il
chalet chicago,228 w chicago ave,60610,il
"chan's king wok, inc.",2323 w madison st,60612,il
chant,1509 e 53rd st,60615,il
charcoal delight inc,3139 w foster ave,60625,il
charles kimball,3220 n kimball,60618,il
charley's cheesesteaks and wings,7106 w north ave fl,60707,il
charlie baggs culinary innovations,1071 w division st,60642,il
charly's burgers,2320 n cicero ave,60639,il
charmer's cafe,1500 w jarvis ave,60626,il
charminar fine dining & grill,6350 n campbell ave,60659,il
chartwell's dining,2250 n sheffield ave,60614,il
chartwells,2330 n halsted st,60614,il
chartwells,525 s state st,60605,il
chartwells @ depaul university,1 e jackson blvd,60604,il
chartwells higher education,915 e 60th st,60637,il
chartwells thompson hospitality,1010 n noble st,60642,il
chartwells thompson hospitality,1454 w superior st,60642,il
chartwells thompson hospitality,2040 w adams st  (200s),60612,il
chartwells thompson inc   gary comer college prep,7200 s ingleside ave,60619,il
chatham deli and soul,710 e 83rd st,60619,il
"chavelo's tacos, inc",4359 w 47th st,60632,il
chayhana,2245 w irving park rd,60618,il
chcago french press @ uchicago,970 e 58th st,60637,il
che che pita,5815 w madison st,60644,il
che thai llc,3945 n broadway,60613,il
cheba hut,1948 w division st,60622,il
cheba hut,3412 n sheffield ave,60657,il
"check the fridge, llc",1850 s blue island ave,60608,il
checker's &rallys,5451 s wentworth ave,60609,il
checkers,107 e 95th st,60619,il
checkers,4320 w north ave,60639,il
checkers   rally's,107 e 95th st,60619,il
checkers   rally's,3808 w roosevelt rd,60624,il
checkers   rally's,5451 s wentworth ave,60609,il
checkers   rally's,6705 s halsted st,60621,il
checkers  rally's,11449 s halsted st,60628,il
checkers & rally's,6705 s halsted st,60621,il
checkers rally's,11449 s halsted st,60628,il
checkers rally's,5451 s wentworth ave,60609,il
checkers rally's,6301 s ashland ave,60636,il
cheesie's pub & grub,1365 n milwaukee ave,60622,il
cheesie's pub & grub,3472 n clark st,60657,il
cheesie's pub & grub,6544 6546 w archer ave,60638,il
cheesie's pub & grub   slice of cheesie's,958 964 w belmont ave,60657,il
cheesie's pub & grub lost reef lounge,958 964 w belmont ave,60657,il
cheeze and thank you,4711 n lamon ave,60630,il
chef art smith's reunion restaurant,600 e grand ave,60611,il
chef rafael & son's,3816 w montrose ave,60618,il
chef taryn,2142 n halsted st,60614,il
chef xiong,2143 s archer ave,60616,il
chef's special cocktail bar,2163 2165 n western ave,60647,il
cheflife 19,3438 n clark st,60657,il
chefs sara's cafe,7201 s exchange ave,60649,il
chelis boba cafe,5550 1 2 w fullerton ave,60639,il
chema's restaurant inc,3434 w north ave,60647,il
chemistry,5115 5121 s harper ave,60615,il
chen's garden,4445 n pulaski rd,60630,il
chen's garden express,4445 n pulaski rd,60630,il
chen's garden inc,3912 w north ave,60647,il
cheng chopsticks,3054 w armitage ave,60647,il
chengdu bistro,2211 w north ave,60647,il
chengdu impression restaurant,2545 n halsted st,60614,il
chengdu impression sichuan cuisine,1300 n milwaukee ave,60622,il
chengdu impression sichuan restaurant,5900 n broadway,60660,il
chepe's tacos,2007 2009 s damen ave,60608,il
cherubs 1,2524 w fullerton ave,60647,il
chesa's bistro & bar,3235 w addison ave,60618,il
chess club coffee,3142 3144 w irving park rd,60618,il
chew on  this,7544 w addison st,60634,il
chez joel,1119 w taylor st,60607,il
chez moi,2100 n halsted st,60614,il
chi burgerbabi,10148 s ewing ave,60617,il
"chi cafe, llc",2160 s archer ave,60616,il
chi island smoothie bar,8546 s cottage grove ave,60619,il
chi latin,1421 w chicago ave,60642,il
chicago athletic association,12 s michigan ave,60603,il
chicago bagel authority,953 w armitage ave,60614,il
chicago bagel authority belm,955 957 w belmont ave,60657,il
chicago best burrito,3801 w chicago ave,60651,il
chicago billiard cafe,5935 w irving park rd,60634,il
chicago blackhawks stanley's t2 bar,11601 w touhy ave,60666,il
chicago booth coffee shop,5807 s woodlawn ave,60637,il
chicago born losers motorcycle club,4420 w madison st,60624,il
chicago bp@irving (gei 152),841 w irving park rd,60613,il
chicago busy burger,1120 w taylor st,60607,il
chicago by night,5600 w belmont ave,60634,il
chicago char grill,5731 n lincoln ave,60659,il
chicago chicken shack,4049 w 79th st,60652,il
chicago chop house,58 60 w ontario st,60654,il
chicago chop house,60 w ontario st,60654,il
chicago chop shop llc,2033 2035 w north ave,60647,il
chicago commons association,515 e 50th st,60615,il
chicago cubs   pink poodle dining area,1111 w waveland ave bldg b1,60613,il
chicago curry house,899 s plymouth ct,60605,il
chicago cut steakhouse,300 n la salle st,60654,il
chicago diner logan square,2333 n milwaukee ave,60647,il
chicago diplomat cafe,3134 n lincoln ave,60657,il
chicago downtown marriott,540 n michigan ave,60611,il
chicago eats sports bar,5312 w chicago ave,60651,il
chicago eats sweet honey tea & lemonade,4100 w madison st,60624,il
chicago elite,600 e grand ave,60611,il
"chicago empanada mama, llc",1703 w chicago ave,60622,il
chicago express grill,4300 s michigan ave,60653,il
chicago fondue stube,2717 w peterson ave,60659,il
chicago french press,1021 s delano west ct,60605,il
chicago health maple street,22 w maple st,60610,il
chicago hilton & towers,720 s michigan ave,60605,il
chicago hoagie house,7358 s stony island ave,60649,il
chicago hot dog stand,5458 s halsted st,60609,il
chicago indoor sports razzmatazz fun center,3900 s ashland ave,60609,il
chicago kalbi inc,3752 w lawrence ave,60625,il
chicago kernel gourmet popcorn,151 e randolph st,60601,il
chicago lunchbox,400 s financial pl,60605,il
chicago magic lounge,5050 n clark st,60640,il
chicago market,5700 s cicero ave,60638,il
chicago marriott at medical district uic,625 s ashland ave,60607,il
chicago marriott downtown,540 n michigan ave,60611,il
chicago marriott o'hare hotel,8535 w higgins rd,60631,il
chicago no sauce boss,502 e 47th st,60653,il
chicago oyster house,1933 s indiana ave,60616,il
chicago philly stop,1600 w lake st,60612,il
chicago pickle eatery,4515 n sheridan rd,60640,il
chicago pit stop bbq,6514 s western ave,60636,il
chicago pit stop bbq,9709 s halsted st,60628,il
chicago pita kitchen,13227 s brainard ave,60633,il
chicago pizza & oven grinder,2121 n clark st,60614,il
chicago pizza fiesta,4946 w diversey ave,60639,il
"chicago pizzeria, inc.",6149 n milwaukee ave,60646,il
chicago prime bartending llc,3331 w 26th st,60623,il
chicago q,1160 n dearborn st,60610,il
chicago shark,35 e 59th st,60637,il
"chicago shark fish, inc",9800 s halsted st,60628,il
chicago soul sandwich,6558 s western ave,60636,il
"chicago sports bar & grill, inc.",4335 w 47th st,60632,il
chicago sub,4805 w chicago ave,60651,il
chicago submarine inc,4805 w chicago ave,60651,il
chicago taichi bubble tea,6800 n sheridan rd,60626,il
chicago waffles,1400 s michigan ave,60605,il
chicago white sox ltd,333 w 35th st,60616,il
chicago winery,729 743 n clark st,60610,il
chicago wings & gyros,2145 s pulaski rd,60623,il
chicago wings around the world,108 e 47th st,60653,il
chicago wingz around the world (47th) llc,108 e 47th st,60653,il
chicago yacht club,3180 n lake shore dr,60657,il
chicago yacht club,400 e monroe dr,60603,il
chicago' s dog house inc.,816 w fullerton ave,60614,il
chicago's chicken coop,3300 w 87th st,60652,il
chicago's chicken shack,11436 s michigan ave,60628,il
chicago's chicken shack,1811 1835 w harrison st,60612,il
chicago's community kitchens,4100 w ann lurie pl,60632,il
chicago's home of chicken & waffles,3947 s dr martin luther king jr dr,60653,il
chicago's original maxwell st,5304 s western ave,60609,il
chicago's pizza,1919 1921 w montrose ave,60613,il
chicago's pizza,3114 n lincoln ave,60657,il
chicago's pizza,4520 w irving park rd,60641,il
chicagoland commissaryllc dunkin donuts,3960 w irving park rd,60618,il
chicagos tacos market,5759 w division st,60651,il
chick fil a,1106 s clinton st,60607,il
chick fil a,11601 w touhy ave,60666,il
chick fil a,225 s canal st,60606,il
chick fil a,3246 w addison st,60618,il
chick fil a  loyola water tower,30 e chicago ave,60611,il
chick fil a at bucktown (il) fsr,1910 w fullerton ave,60614,il
chick fil a at michigan avenue (il) in line,500 n michigan ave,60611,il
chick fil a at millennium park (il) in line,122 s michigan ave,60603,il
chick fil a ford city,4733 w 76th st,60652,il
chick fil a il medical district,713 s seeley ave,60612,il
chick fil a loyola water tower,30 e chicago ave,60611,il
chick fil a michigan avenue,500 n michigan ave,60611,il
chick fil a millennium park,122 s michigan ave,60603,il
chick fil a pullman,11131 s corliss ave,60628,il
chick fil a state and lake inline,177 n state st,60601,il
chick fil a wrigleyville,3500 n clark st,60657,il
chicken hut,3200 n broadway,60657,il
chicken inn,7536 n milwaukee ave,60631,il
chicken inn llc,7536 n milwaukee ave,60631,il
chicken planet,177 w van buren st,60605,il
chicken works and salad co.,3658 w irving park rd,60618,il
chief o'neills pub and restaurant,3471 3479 n elston ave,60618,il
chikis,6621 n clark st,60626,il
chilaca,3138 w 47th st,60632,il
chilam balam,3023 n broadway,60657,il
chilango,1437 w taylor st,60607,il
chile toreado restaurant,2022 2026 w 35th st,60609,il
chili's  g concourse,11601 w touhy ave,60666,il
chili's grill and bar,1750 w 119th st,60643,il
chili's t   3,11601 w touhy ave,60666,il
chili's t i,11601 w touhy ave,60666,il
chills italian ice,2029 w division st,60622,il
chilly.eee philly's & beef's,427 n kedzie ave,60612,il
chilo y chela inc.,4213 w north ave,60639,il
chiloechela restaurant,4213 w north ave,60639,il
chim thai cuisine,3254 w montrose ave,60618,il
china  snack     (i.d required),3025 w cermak rd,60623,il
china  star,4716 n milwaukee ave,60630,il
china cafe,2300 2302 s wentworth ave,60616,il
china cafe,4818 n sheridan rd,60640,il
china chef,4600 w belmont ave,60641,il
china city,6940 s ashland ave,60636,il
china court yu choy yu shan,1146 n milwaukee ave,60642,il
china doll,1246 n wells st,60610,il
china dragon,1737 w 18th st,60608,il
china dragon 18th st,1737 w 18th st,60608,il
china express 168,4248 s wentworth ave,60609,il
china express rest,5663 w grand ave,60639,il
china express restaurant,4640 n cumberland ave,60656,il
china garden,13328 s baltimore ave,60633,il
china garden chinese restaurant,10912 s halsted st,60628,il
china gourmet,7100 n clark st,60626,il
china ho restaurant,5151 s pulaski rd,60632,il
china hut,2311 w lawrence ave,60625,il
china kitchen,1931 w foster ave,60640,il
china kitchen,5332 5334 n cumberland ave,60656,il
china kitchen,5332 n cumberland ave,60656,il
china lamp restaurant,4603 s ashland ave,60609,il
china ling,7075 n western ave,60645,il
china night cafe,1140 w taylor st,60607,il
china palace,1129 w thorndale ave,60660,il
china spring,7005 n clark st,60626,il
china town restaurant,207 w cermak rd,60616,il
china wok,2485 n clark st,60614,il
china wok restuarant,3106 n central ave,60634,il
chinese # 1 kitchen,5833 s kedzie ave,60629,il
chinese #1 kitchen,5833 s kedzie ave,60629,il
chinese kitchen,3539 n cicero ave,60641,il
chinese kitchen,5316 n milwaukee ave,60630,il
chinese kitchen and sushi,420 422 w 31st st,60616,il
chinese kitchen mei inc.,3539 n cicero ave,60641,il
chinese see thru kitchen,1651 w roosevelt rd,60608,il
chinga tu taco llc,1745 w chicago ave,60622,il
chip city,637 w diversey pkwy,60614,il
chipmonks,438 w diversey pkwy,60614,il
chipotle,1132 s clinton st,60607,il
chipotle,311 s wacker dr,60606,il
chipotle,3312 n western ave,60618,il
chipotle,4657 w irving park rd,60641,il
chipotle,5224 n broadway,60640,il
chipotle #4464,2935 w peterson ave,60659,il
chipotle mexican grill,10 e jackson blvd,60604,il
chipotle mexican grill,10 s la salle st,60603,il
chipotle mexican grill,1025 w belmont ave,60657,il
chipotle mexican grill,1166 n state st,60610,il
chipotle mexican grill,1733 n damen ave,60647,il
chipotle mexican grill,2000 n clybourn ave,60614,il
chipotle mexican grill,210 w north ave,60610,il
chipotle mexican grill,230 w monroe st,60606,il
chipotle mexican grill,2302 w 95th st,60643,il
chipotle mexican grill,235 w lake st,60606,il
chipotle mexican grill,2640 n narragansett ave,60639,il
chipotle mexican grill,2743 n elston ave,60647,il
chipotle mexican grill,2809 n ashland ave,60657,il
chipotle mexican grill,291 e ontario st,60611,il
chipotle mexican grill,316 n michigan ave,60601,il
chipotle mexican grill,3227 w addison st,60618,il
chipotle mexican grill,525 w monroe st,60661,il
chipotle mexican grill,5961 n lincoln ave,60659,il
chipotle mexican grill,6 w grand ave,60610,il
chipotle mexican grill,610 w diversey pkwy,60614,il
chipotle mexican grill,6600 n sheridan rd,60626,il
chipotle mexican grill,8 e madison st,60602,il
chipotle mexican grill #1979,1522 e 53rd st,60615,il
chipotle mexican grill #2409,5330 s pulaski rd,60632,il
chipotle mexican grill #2796,7561 s cicero ave,60652,il
chipotle mexican grill #2923,41 w 87th st,60620,il
chipotle mexican grill #3367,725 s seeley ave,60612,il
chipotle mexican grill #3430,1142 s wabash ave,60605,il
chipotle mexican grill #3433,1017 w addison st,60613,il
chipotle mexican grill #3481,2400 n lincoln ave,60614,il
chipotle mexican grill #3651,5533 s harlem ave,60638,il
chipotle mexican grill #3785,4701 w foster ave,60630,il
chipotle mexican grill #4019,160 e huron st,60611,il
chipotle mexican grill #4082,1611 n western ave,60647,il
chipotle mexican grill #4272,109 e pearson st,60611,il
chipotle mexican grill#2768,806 w 63rd st,60621,il
chisme express inc.,5955 s pulaski rd,60629,il
chisox bar & grill,320 w 35th st,60616,il
chitown futbol & social,2343 s throop st,60608,il
chitown sandwich club,2921 n clark st,60657,il
chiya chai cafe,2770 n milwaukee ave,60647,il
chiya chai cafe,79 e madison st,60602,il
chkn box,400 s financial pl,60605,il
cho sun ok restaurant,4200 n lincoln ave,60618,il
chocolate city,2015 w grand ave,60612,il
chocolate shoppe of il,5337 w devon ave,60646,il
choi's chinese kitchen,2638 n milwaukee ave,60647,il
cholie's pizzeria inc,3711 w 63rd st,60629,il
cholies pizzeria inc.,1601 e 53rd st,60615,il
chop stick express,7230 n harlem ave,60631,il
chop suey city chicago inc.,3825 s archer ave,60632,il
chop suey huang,5202 n lincoln ave,60625,il
chop suey king,3135 n cicero ave,60641,il
chop suey kitchen,5353 w madison st,60644,il
choppers,1659 n ashland ave,60622,il
chopstick express,3237 n harlem ave,60634,il
chris' bar,1610 w north ave,60622,il
chris's billiards inc.,4637 n milwaukee ave,60630,il
chubby cattle chicago,2162 s archer ave,60616,il
chubby's char house express co.,1811 1835 w harrison st,60612,il
chubby's char house ltd,5963 w madison st,60644,il
chucherias tropical creations,2627 w division st,60622,il
chuck 'e' cheese,1730 w fullerton ave,60614,il
chuck 'e' cheese's,5030 s kedzie ave,60632,il
chuck's pizza,10123 s western ave,60643,il
chunn thai cuisine,6247 w touhy ave,60646,il
church's chicken # 1054,1808 w 47th st,60609,il
church's chicken # 1068,2806 w cermak rd,60623,il
church's chicken # 1142,6 w 59th st,60621,il
church's chicken # 1315,6849 s western ave,60636,il
church's chicken # 1414,4812 w north ave,60639,il
church's chicken # 483,1755 w jackson blvd,60612,il
church's chicken # 577,431 n austin blvd,60644,il
church's chicken # 584,7102 s stony island ave,60649,il
church's chicken # 982,58 w 79th st,60620,il
church's chicken #259,200 e 103rd st,60628,il
churro factory,3755 w armitage ave,60647,il
churro factory,3927 n lincoln ave,60613,il
churro factory,5642 5644 w 63rd st,60638,il
churros & tamales regina,4301 w 47th st,60632,il
chyros,345 n central ave,60644,il
ciao ciao gelato & cafe llc,5355 w irving park rd,60641,il
ciao ragazzi,5440 s narragansett ave,60638,il
ciao! cafe,939 w madison st,60607,il
ciccio,600 e grand ave,60611,il
cielo's cantina,5700 s cicero ave,60638,il
cilantro authentic thai food,1509 w devon ave,60660,il
cilantro taco grill old town llc,333 w north ave,60610,il
cilantro taco house,3336 1 2 w lawrence ave,60625,il
cilatro taco grill lincoln park,2256 2258 n orchard st,60614,il
cin teas boba,4545 w division st,60651,il
"cin teas boba, inc.",4545 w division st,60651,il
cinco,1756 1758 w lawrence ave,60640,il
cinco estrellas,2908 2912 w 59th st,60629,il
cinnaholic chicago,1295 n milwaukee,60622,il
cinqaset,938 w fulton market,60607,il
cipriani's pizza,5840 w 63rd st,60638,il
circle sushi & grill,1623 n halsted st,60614,il
cis cafe,929 e 57th st,60637,il
cisneros sippy shack,3500 w 59th st,60629,il
citizenm chicago downtown hotel,80 e wacker pl,60601,il
"citizens chicago, llc",333 s wabash ave,60604,il
city bird tenders,120 s halsted st,60661,il
city cafe inc.,3234 n pulaski rd,60641,il
city gyros,2804 w roosevelt rd,60612,il
"city life, ltd.",712 e 83rd st,60619,il
city limits,4628 n cumberland ave,60656,il
city line cafe & loop lounge,8700 w bryn mawr ave,60631,il
city news,4018 n cicero,60641,il
city pool hall,640 w hubbard st,60654,il
city press juice & bottle,3026 w carroll st,60612,il
city provisions catering and e,1816 1820 w wilson ave,60640,il
city skyline chicago,4755 n lincoln ave,60625,il
city skyline chicago inc,4755 n lincoln ave,60625,il
city social,120 n la salle st,60602,il
city winery chicago,1200 1212 w randolph st,60607,il
city's edge bar & grill,5310 w devon ave,60646,il
cjp  il inc,10318 s halsted st,60628,il
claridge house,1244 n dearborn st,60610,il
clark el ranchito corp,4651 n clark st,60640,il
"clark street firecakes, llc",2453 n clark st,60614,il
claudia restaurant,1952 n damen ave,60647,il
cleo's,1935 w chicago ave,60622,il
cleo's southern cuisine,190 n wells st,60606,il
cleo's southern cuisine,4248 s cottage grove ave,60653,il
climbzone,2500 w bradley pl,60618,il
clinton street smoked meats,131 n clinton st,60661,il
cloud 9 nutrition,4056 n lincoln ave,60618,il
cloud bar bubble tea,5133 s pulaski rd,60632,il
cloud cookie,3809 n clark st,60613,il
clover sports bar,722 724 w grand ave,60654,il
"clowns pancake house, inc.",5804 s western ave,60636,il
club 100,3638 w north ave,60647,il
club 81 too llc,13157 s avenue m,60633,il
club de nutricion,2230 s kedzie ave,60623,il
club de nutricion  un nuevo amanecer,3644 w lawrence ave,60625,il
club gene & georgetti,500 n franklin st,60610,il
club lago,331 w superior st,60610,il
club lucky inc,1822 24 w wabansia ave,60622,il
club sonrisas,6315 1 2 w grand ave,60639,il
cluck it,2518 n lincoln ave,60614,il
cluck'n wings,2114 w lawrence ave,60625,il
clutch bar & restaurant chicago,316 318 w erie st,60654,il
cm chicken,2439 n clark,60614,il
cm chicken,3951 n kimball ave,60618,il
cm chicken 88market,2105 s jefferson st,60616,il
cmb catering,2853 n kedzie ave,60618,il
cmm  food services inc.,754 s wabash ave,60605,il
cmm food services,1145 w wilson ave,60640,il
cmm food services,3901 s state st,60609,il
cmm food services,4300 n narragansett ave,60634,il
cmm food services,6301 s halsted st,60621,il
cmm food services,7500 s pulaski rd,60652,il
cmm food services inc,10001 s woodlawn ave,60628,il
cmm food services inc,333 s wabash ave,60604,il
cmm food services inc.,1900 w jackson blvd,60612,il
cmm food services inc.,5500 n st louis ave,60625,il
co co vietnamese sandwiches inc.,1613 1615 w lawrence ave,60640,il
coach's,6169 6171 n northwest hwy,60631,il
coalfire,1321 w grand ave,60642,il
coalfire pizza,3705 3707 n southport ave,60613,il
coast sushi corporation,2045 n damen ave,60647,il
cobb hall,5811 s ellis ave,60637,il
cobblestone,4337 n lincoln ave,60618,il
cobra lounge,231 n ashland ave,60607,il
cobra lounge all rise brewing co.,235 n ashland ave,60607,il
cochiaros pizza #2,4741 w fullerton ave,60639,il
cochiaros pizza #4,3555 n central ave,60634,il
cocina mexicana la trailita,5940 w diversey ave,60639,il
coco pazzo,300 w hubbard st,60610,il
coco pazzo cafe,212 e ohio st,60611,il
cocobar,316 n wabash ave,60611,il
cocobar llc,316 n wabash ave,60611,il
cocoro,668 n wells st,60654,il
cocula restaurant,2801 w cermak rd,60623,il
cocula restaurant,5241 s pulaski rd,60632,il
cocula restaurant,8847 s commercial ave,60617,il
coda di volpe,3335 n southport ave,60657,il
coffee & tea exchange,3311 n broadway,60657,il
coffee chat inc,4459 w lawrence ave,60630,il
coffee joint,2059 w irving park rd,60618,il
coffee shop,5418 n broadway,60640,il
"coffee slasticarna drina, inc.",2501 w lawrence ave,60625,il
"coffee, hip hop & mental health",1051 n belmont ave,60657,il
cold moon cafe,845 n michigan ave,60611,il
cold stone creamery,2348 lincoln ave,60614,il
cold stone creamery #23263,20 w ohio st,60654,il
colectivo coffee,1211 n damen ave,60622,il
colectivo coffee,2261 n milwaukee ave,60647,il
colectivo coffee,5423 5427 n clark st,60640,il
"colectivo coffee roasters, inc.",2530 n clark st,60614,il
coleman's barbeque 2 llc,5752 5754 w chicago ave,60651,il
colibri coffee,3639 e 106th st,60617,il
collaboration cafe,8410 w bryn mawr ave,60631,il
colletti's restaurant,5707 n central ave,60646,il
color club,4108 4116 n hamlin ave,60618,il
columbia yacht club,111 n lake shore dr,60601,il
columbus building cafe,280 s columbus dr,60603,il
colutas pizza,3239 n harlem ave,60634,il
comfort african cuisine,2835 n broadway,60657,il
comixxpress  colombian fast food,6216 w 63rd st,60638,il
common decency fever dream,3152 3154 w diversey ave,60647,il
community,4038 n milwaukee ave,60641,il
"compass group usa, inc",300 e randolph st,60601,il
"compass group usa, inc.",233 s wacker dr,60606,il
"compass group usa, inc.",540 w madison st,60661,il
"compass group usa, inc.",800 w fulton market,60607,il
concina economica,3140 w 47th st,60632,il
"cone, llc",1051 w madison st,60607,il
congress,5925 w diversey ave,60639,il
conn's cafe & catering inc,1535 w devon ave,60660,il
connect thru chicago,11601 w touhy ave,60666,il
connie's pizza,2373 s archer ave,60616,il
connie's pizza mdw,5700 s cicero ave,60638,il
conscious plates,820 e 63rd st,60637,il
conte di savoia inc,1438 w taylor st,60607,il
conte's pizza,8512 s pulaski rd,60652,il
conte's pizzeria,8512 s pulaski rd,60652,il
convene,130 e randolph st,60601,il
convene,131 s dearborn st,60603,il
convene,233 s wacker dr,60606,il
convene,333 n green st,60607,il
convene at 311 west monroe,311 w monroe st,60606,il
cooked chicago,2616 n cicero ave,60639,il
cookies and carnitas,5938 5940 n broadway,60660,il
cooking fools llc,1916 w north ave,60622,il
cooper's hawk winery and restaurant,58 e oak st,60611,il
copacubana cafe,5800 w irving park rd,60634,il
copper club,70 w madison st,60602,il
coralie coffee,160 w van buren st,60604,il
corazon tequilero restaurant,3235 n central ave,60634,il
corcoran's grill & pub,1615 n wells st,60614,il
core juice bar,3924 s archer,60632,il
corey's nyc bagel deli,1001 w north ave,60622,il
corinthian yacht club,601 w montrose ave,60613,il
cork and kerry on 33rd,3258 s princeton ave,60616,il
corner bakery cafe,120 s la salle st,60603,il
corner bakery cafe,140 s dearborn st,60603,il
corner bakery cafe,188 w washington st,60602,il
corner bakery cafe,200 n la salle st,60601,il
corner bakery cafe,35 e monroe st,60603,il
corner bakery cafe,360 n michigan ave,60601,il
corner bakery cafe,444 w jackson blvd,60606,il
corner bakery cafe,500 w madison st,60661,il
corner bakery cafe,56 w randolph st,60601,il
corner bakery cafe,676 n st clair st,60611,il
corner bakery cafe 138,500 w madison st,60661,il
corner bakery cafe 156,120 s la salle st,60603,il
corner bakery cafe 160,360 n michigan ave,60601,il
corner bakery cafe 167,188 w washington st,60602,il
corner bakery cafe 170,56 w randolph st,60601,il
corner bakery cafe 74,140 s dearborn st,60603,il
corner nutrition,1500 w 17th st,60608,il
cornerstone cafe,2753 n western ave,60647,il
cornerstone cafe lincoln park,2200 2202 n clybourn ave,60614,il
corridor brewery and provisions,3446 n southport ave,60657,il
cortland's garage,1645 w cortland st,60622,il
cosi,33 n dearborn st,60602,il
cosmic cafe,1300 s lake shore dr,60605,il
costera,846 850 w fulton market fl 1,60607,il
country club,3462 n clark st,60657,il
country house main,3700 w 103rd st,60655,il
county bbq,1352 w taylor st,60607,il
courtyard by marriott,12 e hubbard st,60611,il
courtyard by marriott,165 e ontario st,60611,il
courtyard by marriott,30 e hubbard st,60611,il
couscous restarurant,1445 w taylor st,60607,il
cousin's grill,4612 w diversey ave,60639,il
cowabunga pizza pies llc,1117 w 31st st,60608,il
"coyotes restaurant, inc.",1451 w 18th st,60608,il
cozy corner diner & pancake house,4356 w diversey ave,60639,il
cozy corner diner and pancake house,2286 2294 n milwaukee ave,60647,il
cozy corner restaurant,6349 6353 n clark st,60660,il
cozy corner restaurant and pancake house,5454 n harlem ave,60656,il
cozy noodles & rice,3456 n sheffield ave,60657,il
crab & grill,519 e 79th st,60619,il
crab island seafood market,9119 s commercial ave,60617,il
"crab king lakeview, inc",3443 3445 n broadway,60657,il
cracked on milwaukee,1359 n milwaukee ave,60622,il
craft burger inc.,1311 w 18th st,60608,il
craft pizza,1252 n damen ave,60622,il
crave,303 e superior st,60611,il
crave cookies,2951 n broadway,60657,il
"crave kabob, inc",1521 1523 w madison st,60607,il
crawfords,3938 3942 w school st,60618,il
crazy philly,333 n central ave,60644,il
crazy philly's,1825 w 59th st,60636,il
creative coworking llc,5940 n sheridan rd,60660,il
"creative thinkers llc all meal, prep",1100 w bryn mawr ave,60660,il
creed on lake,2806 w lake st,60612,il
crema shop,1401 w wilson ave,60640,il
cremeria la ordena #1 llc,5952 5954 s pulaski rd,60629,il
"cremeria santa maria, inc",4100 s ashland ave,60609,il
crepe house cafe,5033 n elston ave,60630,il
crepe twist,545 w diversey pkwy,60614,il
crerar cafe,5730 s ellis ave,60637,il
crio,2506 2508 n clybourn ave,60614,il
crisp,2940 n broadway,60657,il
crisp & cool cafe,1450 s michigan ave,60605,il
crispy chicks,3445 n halsted st,60657,il
crispy chris,901 s cicero ave,60644,il
crmd ice cream,2951 n broadway,60657,il
croatian cultural center of chicago,2845 w devon ave,60659,il
crosby's kitchen,3455 3457 n southport ave,60657,il
crowbar lounge,4001 e 106th st,60617,il
crowne plaza chicago metro,25 s halsted st,60661,il
crumbl cookies,1513 n milwaukee ave,60622,il
crumbl cookies,2321 n lincoln ave,60614,il
crumbl cookies,333 n michigan ave,60601,il
crushed by giant,600 n michigan ave,60611,il
crushed pizzeria,1607 w montrose ave,60613,il
crust tap room,3000 3004 w irving park rd,60618,il
cruz blanca and lena brava,900 906 w randolph st,60607,il
cruz blanca brewery & taqueria  and lena brava,900 906 w randolph st,60607,il
crystal ballroom plaza ballroom,151 e wacker dr,60601,il
csj gasmart,823 n western ave,60622,il
cta chicago taco  authority,4219 w irving park ave,60641,il
cu tea,1125 n western ave,60622,il
cuates grocery,3247 3249 w montrose ave,60618,il
cuba 312,2054 w roscoe st,60618,il
cubaneo,2873 2875 n broadway,60657,il
cubanito expres,4720 s pulaski rd,60632,il
cubano bros.,131 n clinton st,60661,il
cubby bear lounge ltd,1059 1065 w addison st,60613,il
cubs bar & grill,11601 w touhy ave,60666,il
cuckoo,5143 n clark st,60640,il
cuetzala gro restaurant,7360 n clark st,60626,il
cuetzala gro. restaurant,7360 n clark st,60626,il
culichi town,7601 s cicero ave,60652,il
cultivate by forbidden root,4710 n ravenswood ave,60640,il
culver's,4939 w irving park rd,60641,il
culver's,6012 n albany ave,60659,il
culver's of chicago jpsta,4347 w chicago ave,60651,il
